pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
total,amenity_drinking_water,multimodal,900s,,27075.649428000004,988.6872000000001,3492.0571500000005,,,,,,,
men,amenity_drinking_water,multimodal,900s,,12778.645914,475.345115,1641.23685,,,,,,,
women,amenity_drinking_water,multimodal,900s,,14297.003514000002,513.342085,1850.8203,,,,,,,
youth,amenity_drinking_water,multimodal,900s,,7677.521783999998,277.26217,1025.51751,,,,,,,
children_u5,amenity_drinking_water,multimodal,900s,,2217.515634,88.811595,274.70151,,,,,,,
women_rep,amenity_drinking_water,multimodal,900s,,9474.322734,331.539365,1264.7780100000002,,,,,,,
elderly,amenity_drinking_water,multimodal,900s,,1106.51157,36.051435000000005,140.43051,,,,,,,
total,amenity_bar,multimodal,300s,2100.73311,7793.413988,3546.027182,24871.207035,10200.190364,41325.617374,14036.797503,19193.727033,20010.19774,5896.241475,6565.155904000001
men,amenity_bar,multimodal,300s,1028.10414,3672.7128979999993,1708.5785069999997,11689.253565,4866.434726,19333.983138,6546.5681460000005,9344.875999,9381.361434999999,2856.700649,3072.9155330000003
women,amenity_bar,multimodal,300s,1072.6289700000002,4120.7010900000005,1837.4486749999999,13181.95347,5333.755638,21991.634236,7490.229357000001,9848.851172,10628.836304999999,3039.540838,3492.240371
youth,amenity_bar,multimodal,300s,579.10104,2211.6691829999995,993.1174040000001,7303.963599000001,2990.932908,12024.16009,3927.770621,5770.895971999999,5907.180882,1720.295398,1877.6121600000001
children_u5,amenity_bar,multimodal,300s,169.39607999999998,631.8444739999999,321.860399,1956.4851989999997,605.224736,2324.8207979999997,1033.664275,1348.051557,1074.284536,407.201796,505.581856
women_rep,amenity_bar,multimodal,300s,683.4366,2736.506042,1182.9743369999999,9008.030048999999,3503.9301899999996,14917.125181000001,4991.261474999999,6381.086805999999,7170.765242,1993.158908,2354.86796
elderly,amenity_bar,multimodal,300s,97.44000000000001,322.50849000000005,127.45311899999999,1000.1772990000001,639.58741,2620.0974779999997,743.175929,994.1454899999999,1286.9259759999998,331.45632900000004,302.958906
total,amenity_bar,multimodal,600s,12464.349786,38860.98077500001,25768.23508,68508.987865,53747.266722,181782.84646899998,68116.58537399999,86364.727682,127083.99185700002,50490.81195499999,29611.770629000006
men,amenity_bar,multimodal,600s,6100.084564000001,18312.286035,12454.082900999998,32198.635535,25663.674413999994,85046.80562300001,31773.331963,42068.22925,59581.013494000006,24386.864597,13858.386183
women,amenity_bar,multimodal,600s,6364.265222,20548.694740000003,13314.1522,36310.352329999994,28083.592338,96736.04084599999,36343.253411000005,44296.499086,67502.978363,26103.947380999998,15753.384446
youth,amenity_bar,multimodal,600s,3435.9995039999994,11030.111646,7268.319271,20119.134261,15813.599772000001,52894.397347000006,19087.577449,26057.820781000002,37518.980257999996,14557.170697999998,8461.583025000002
children_u5,amenity_bar,multimodal,600s,1005.0834080000001,3146.4236129999995,2300.7680649999998,5389.236660999999,3178.205586,10240.209456,4985.747364,5980.221934,6818.532139,3564.61949,2278.8287209999994
women_rep,amenity_bar,multimodal,600s,4055.0571600000003,13648.289143,8554.163313000001,24813.070810999998,18453.890326,65621.837467,24224.932272999995,28711.430137,45542.612352000004,17148.324844,10618.184575000001
elderly,amenity_bar,multimodal,600s,578.1440000000001,1611.5753570000002,960.1124580000001,2755.0385610000008,3368.450049,11508.907779999998,3621.941303,4537.611739,8175.734277999999,2797.922237,1372.108021
total,amenity_bar,multimodal,900s,30150.52187400001,102065.775699,46257.954359,98802.108198,93391.724547,282095.85089999996,126416.063571,186120.797722,231996.685138,118563.721422,60008.848576
men,amenity_bar,multimodal,900s,14755.742276,48102.52772,22351.608114,46436.212894000004,44572.633025999996,131978.598241,58951.75120300001,90710.638588,108769.335025,57250.54535200001,28110.866762000005
women,amenity_bar,multimodal,900s,15394.779598000003,53963.247979,23906.346266,52365.895304000005,48819.091556,150117.25265900002,67464.312368,95410.160699,123227.350115,61313.176094,31897.981814000002
youth,amenity_bar,multimodal,900s,8311.478736,28966.144914,13000.220266999999,29014.698966,27497.010056,82086.969004,35324.354691,56631.560987,68442.381935,34136.355044,17253.383232
children_u5,amenity_bar,multimodal,900s,2431.237072,8270.244858,4177.667122999999,7772.397665999998,5426.804416,15893.422601999999,9373.931098000001,12368.479253999998,12513.921688,8353.349560999999,4640.907135999999
women_rep,amenity_bar,multimodal,900s,9808.942439999999,35836.426354,15348.708045000001,35784.122685999995,32087.468142,101836.99606499998,44936.243141,61950.731664000006,83123.38572500001,40305.737304,21566.154032
elderly,amenity_bar,multimodal,900s,1398.496,4228.23591,1688.870484,3973.328922,5940.889937,17855.368214,6657.14307,10171.390178,14889.529378000001,6604.2844270000005,2698.8156360000007
total,shop_bakery,multimodal,300s,3711.2951610000005,45388.521452,27388.39374899999,14601.972305000001,27215.404377999996,34040.854381,17530.983690999998,72252.97152400001,28756.254936000005,24772.346910999993,6750.285248
men,shop_bakery,multimodal,300s,1816.317314,21395.565481999998,13171.090470999998,6862.8014950000015,12957.664032999997,15925.529458,8186.805482,35281.108369,13485.678832,11974.621871,3159.1109060000003
women,shop_bakery,multimodal,300s,1894.977847,23992.955970000003,14217.303278000001,7739.17081,14257.740345,18115.324923,9344.178209,36971.863944,15270.576109000001,12797.725041000002,3591.174342
youth,shop_bakery,multimodal,300s,1023.078504,12878.412183,7739.245655000001,4288.182477,7991.354849999999,9905.284311,4971.755097,22532.200494000004,8470.276689999999,7122.094551,1928.7381119999995
children_u5,shop_bakery,multimodal,300s,299.26640799999996,3678.6303499999995,2324.5674269999995,1148.659277,1584.292203,1911.768134,1206.4575189999998,4213.800259999999,1579.061185,1750.2723420000002,519.446144
women_rep,shop_bakery,multimodal,300s,1207.4046600000001,15929.325082000001,9188.562265,5288.645827,9393.767636999999,12288.781638,6245.970790999999,24123.310264,10289.92467,8411.209785000001,2420.4433120000003
elderly,shop_bakery,multimodal,300s,172.144,1880.826765,1121.2664430000002,587.207577,1726.3254200000003,2160.609603,975.7323329999999,4392.820172,1829.418625,1385.386492,312.909044
total,shop_bakery,multimodal,600s,18934.009694,154870.16071199998,130611.855295,63731.421959,137886.354634,191993.07375799998,73694.352697,291924.857954,138086.377979,117078.536973,45970.89635200001
men,shop_bakery,multimodal,600s,9265.114948,73001.497418,62895.225332,29953.256187000006,65634.682594,89822.81761600001,34374.800884,142516.92778600001,64749.17817700001,56582.678942000006,21515.813294000003
women,shop_bakery,multimodal,600s,9668.894746,81868.66329399998,67716.629969,33778.165772,72251.67204,102170.256142,39319.551813,149407.933303,73337.199809,60495.858033000004,24455.083058000004
youth,shop_bakery,multimodal,600s,5220.019788,43943.325732000005,37059.480734,18715.769486999994,40405.27263,55866.025314,20647.604861999997,90914.76229599999,40720.004264,33649.612401000006,13141.445087999999
children_u5,shop_bakery,multimodal,600s,1526.8049520000002,12554.288757999999,10761.925302999998,5013.492437,8254.430594000001,10813.427157999999,5400.763671000001,17110.800488,7488.630099999999,8294.053416,3538.9034560000005
women_rep,shop_bakery,multimodal,600s,6161.607104,54355.65414200001,43712.543519000006,23082.335547000002,47589.353101999994,69310.10162199999,26209.019031999997,97464.453323,49451.47585,39754.369123000004,16486.619888
elderly,shop_bakery,multimodal,600s,877.8902800000001,6414.598333000001,5659.554957000001,2562.949665,8534.192452000001,12156.701890999997,3913.352036,17692.912805,8839.207921,6520.917273999999,2126.0905559999997
total,shop_bakery,multimodal,900s,47147.287764,245043.530296,231834.108258,109684.307344,259319.911684,309034.561461,132430.93325899998,409288.05325100006,227614.542875,230267.24734099995,104414.60697800001
men,shop_bakery,multimodal,900s,23070.756728,115482.627474,111722.36303099999,51550.717402,123408.79258100002,144580.611723,61757.084839,199755.141657,106748.15696600001,111255.02819,48862.594701
women,shop_bakery,multimodal,900s,24076.531036000004,129560.902822,120111.74524800002,58133.589942,135911.11910500002,164453.949738,70673.84842000001,209532.91584,120866.385916,119012.21917499999,55552.012277
youth,shop_bakery,multimodal,900s,12999.328932,69540.368865,65695.471188,32210.820276,75862.229683,89925.605325,37004.70972299999,127023.005034,67141.93692400001,66255.160764,29821.748154
children_u5,shop_bakery,multimodal,900s,3801.6251360000006,19862.220465999995,19343.609251999995,8628.360825999998,15854.537057,17403.022448999996,9828.537522,24455.344667999998,12314.687134,16222.925965,8032.229786
women_rep,shop_bakery,multimodal,900s,15344.114608,86038.70133800001,77446.14228799999,39725.877286,89514.87096799999,111563.58065099998,47075.567373,136591.116282,81504.80221800001,78237.00831800001,37434.237453999995
elderly,shop_bakery,multimodal,900s,2185.8911839999996,10145.199822000004,9849.225917,4410.911154,15740.738012,19568.199881999997,6965.5308939999995,24455.480206999997,14589.555086999999,12876.789808,4849.650736000001
total,shop_greengrocer,multimodal,300s,,1972.200789,,6246.902235,370.84117399999997,8382.353616,5813.032022,,2131.070799,,2337.908116
men,shop_greengrocer,multimodal,300s,,928.998252,,2935.990365,174.683432,3921.6796219999997,2710.632049,,999.180303,,1097.7609420000001
women,shop_greengrocer,multimodal,300s,,1043.2025370000001,,3310.91187,196.15774200000004,4460.673994,3102.399973,,1131.890496,,1240.147174
youth,shop_greengrocer,multimodal,300s,,559.872027,,1834.536879,105.27508199999997,2436.6492479999997,1623.9224219999999,,629.564694,,682.4516520000001
children_u5,shop_greengrocer,multimodal,300s,,159.904602,,491.41047899999995,30.067532,481.655692,431.17774399999996,,113.827857,,183.02131599999998
women_rep,shop_greengrocer,multimodal,300s,,693.094662,,2262.547329,130.32549200000003,3024.967708,2067.5330679999997,,763.766124,,844.8814520000001
elderly,shop_greengrocer,multimodal,300s,,81.49869,,251.21457900000001,15.324540000000002,522.930402,305.962185,,137.385402,,97.205816
total,shop_greengrocer,multimodal,600s,,12170.333074,,35916.454465,6834.381174,34858.759886,32423.057150000004,,17694.345422000002,,13273.485154000002
men,shop_greengrocer,multimodal,600s,,5732.792632,,16880.424935,3216.793311,16308.629577000002,15117.292595,,8296.224334,,6228.732003
women,shop_greengrocer,multimodal,600s,,6437.540442,,19036.02953,3617.5878629999997,18550.130309,17305.764555,,9398.121088,,7044.753151
youth,shop_greengrocer,multimodal,600s,,3454.9367819999998,,10547.637501,1945.7330279999999,10138.528878,9043.653414,,5227.294732,,3859.4433539999995
children_u5,shop_greengrocer,multimodal,600s,,986.7617319999999,,2825.355901,534.5511909999999,1983.4517599999997,2429.3292939999997,,945.1161460000001,,1035.83161
women_rep,shop_greengrocer,multimodal,600s,,4277.045692000001,,13008.476051000001,2409.3279089999996,12582.149500000001,11525.531994,,6341.573272,,4789.905854000001
elderly,shop_greengrocer,multimodal,600s,,502.92354,,1444.3538010000002,299.818648,2190.436597,1690.919124,,1140.7151559999998,,563.61926
total,shop_greengrocer,multimodal,900s,,33577.982664,,72906.393165,21531.231796000004,85632.004655,66344.691482,7083.805075,56818.25647100001,,38925.190053000006
men,shop_greengrocer,multimodal,900s,,15816.790752,,34265.378235000004,10144.664344,40063.413525,30932.324279000004,3449.4182570000003,26639.266467,,18244.787331
women,shop_greengrocer,multimodal,900s,,17761.191912000002,,38641.014930000005,11386.567452000001,45568.59113,35412.367203,3634.386895,30178.990004,,20680.402722
youth,shop_greengrocer,multimodal,900s,,9532.180151999999,,21410.526681,6141.667812,24914.603378999996,18496.297937999996,2218.9263429999996,16781.046668,,11233.206225000002
children_u5,shop_greengrocer,multimodal,900s,,2722.478352,,5735.157081,1661.576104,4850.008962999999,4987.980345999999,387.96789799999993,3040.128809,,3019.3436969999993
women_rep,shop_greengrocer,multimodal,900s,,11800.380912,,26405.754231000003,7574.111752,30912.675885,23579.627117999997,2382.4398800000004,20362.884606000003,,14008.024575
elderly,shop_greengrocer,multimodal,900s,,1387.5674400000003,,2931.8769810000003,967.5062640000001,5397.548038999999,3448.6121759999996,449.886653,3660.0210819999998,,1718.398797
total,amenity_marketplace,multimodal,300s,,,,3026.4495300000003,,,498.71884400000005,8255.790444999999,2131.0707990000005,4703.262804999999,
men,amenity_marketplace,multimodal,300s,,,,1422.4052700000002,,,232.469978,4030.298874,999.1803030000001,2274.872867,
women,amenity_marketplace,multimodal,300s,,,,1604.0442600000001,,,266.248866,4225.491655,1131.890496,2428.3899380000003,
youth,amenity_marketplace,multimodal,300s,,,,888.781842,,,138.79834799999998,2554.633666,629.5646939999999,1343.660906,
children_u5,amenity_marketplace,multimodal,300s,,,,238.07464199999998,,,37.579724,504.88808099999994,113.82785700000001,355.11337999999995,
women_rep,amenity_marketplace,multimodal,300s,,,,1096.1409420000002,,,177.14054800000002,2751.2170250000004,763.766124,1586.413044,
elderly,amenity_marketplace,multimodal,300s,,,,121.70644200000001,,,25.977224,484.175261,137.385402,241.44946300000004,
total,amenity_marketplace,multimodal,600s,,,,22116.36195,3604.090583,129.33545,8855.602279,38659.989441,18792.169773,35027.090766999994,206.93672
men,amenity_marketplace,multimodal,600s,,,,10394.500050000002,1719.589051,60.786550000000005,4127.950188000001,18847.732386,8810.953581,16940.850681,97.25848
women,amenity_marketplace,multimodal,600s,,,,11721.8619,1884.5015320000002,68.5489,4727.652091,19812.257415,9981.216192,18086.240085999998,109.67824
youth,amenity_marketplace,multimodal,600s,,,,6494.94423,1062.017338,37.98213,2464.799691,11888.370395999998,5551.615937999999,10021.689075999999,60.771408
children_u5,amenity_marketplace,multimodal,600s,,,,1739.77623,203.663689,10.174129999999998,667.3348269999999,2410.149869,1003.754739,2604.5407579999996,16.278608
women_rep,amenity_marketplace,multimodal,600s,,,,8010.260730000001,1237.9946679999998,46.843630000000005,3145.5225410000003,12895.292767,6735.028548,11832.022882000001,74.949808
elderly,amenity_marketplace,multimodal,600s,,,,889.3932300000001,234.94491400000004,5.201130000000001,461.1162769999999,2237.257695,1211.4894539999998,1836.478585,8.321808
total,amenity_marketplace,multimodal,900s,,,,45461.410675,16289.798750000002,2279.6059910000004,24220.733376,77423.868202,47613.008808000006,83772.48541699999,2121.10138
men,amenity_marketplace,multimodal,900s,,,,21366.472325,7768.150895,1067.922427,11292.609786999998,37714.890250000004,22332.199881,40501.430771,996.89942
women,amenity_marketplace,multimodal,900s,,,,24094.93835,8521.647855000001,1211.683564,12928.123588999999,39708.97861800001,25280.808932,43271.054646,1124.20196
youth,amenity_marketplace,multimodal,900s,,,,13350.718695000001,4800.484617,665.1685950000001,6750.801791999999,23649.075561,14074.123687999998,24001.908902999996,622.906932
children_u5,amenity_marketplace,multimodal,900s,,,,3576.206695,918.9982259999999,143.023673,1827.235296,4988.4630099999995,2543.7623489999996,6142.534741,166.85573199999996
women_rep,amenity_marketplace,multimodal,900s,,,,16465.535945,5602.826688,823.7690110000001,8607.515592000002,25823.680337,17054.307588,28345.947921,768.235532
elderly,amenity_marketplace,multimodal,900s,,,,1828.1971950000004,1061.551534,129.164334,1253.929046,4356.320854999999,3069.0555689999997,4467.693159,85.29853200000001
total,amenity_food_court,multimodal,300s,,2039.6264569999998,,,,,,,,,
men,amenity_food_court,multimodal,300s,,960.7588759999999,,,,,,,,,
women,amenity_food_court,multimodal,300s,,1078.8675810000002,,,,,,,,,
youth,amenity_food_court,multimodal,300s,,579.0129509999999,,,,,,,,,
children_u5,amenity_food_court,multimodal,300s,,165.37142599999999,,,,,,,,,
women_rep,amenity_food_court,multimodal,300s,,716.7902060000001,,,,,,,,,
elderly,amenity_food_court,multimodal,300s,,84.28497000000002,,,,,,,,,
total,amenity_food_court,multimodal,600s,,10383.552872,,,,,,,,,
men,amenity_food_court,multimodal,600s,,4891.136096,,,,,,,,,
women,amenity_food_court,multimodal,600s,,5492.416776,,,,,,,,,
youth,amenity_food_court,multimodal,600s,,2947.7022959999995,,,,,,,,,
children_u5,amenity_food_court,multimodal,600s,,841.8908959999999,,,,,,,,,
women_rep,amenity_food_court,multimodal,600s,,3649.113776,,,,,,,,,
elderly,amenity_food_court,multimodal,600s,,429.08712,,,,,,,,,
total,amenity_food_court,multimodal,900s,,18322.925279000003,,,,,,,,,
men,amenity_food_court,multimodal,900s,,8630.949572000001,,,,,,,,,
women,amenity_food_court,multimodal,900s,,9691.975707,,,,,,,,,
youth,amenity_food_court,multimodal,900s,,5201.546097,,,,,,,,,
children_u5,amenity_food_court,multimodal,900s,,1485.609422,,,,,,,,,
women_rep,amenity_food_court,multimodal,900s,,6439.264082000001,,,,,,,,,
elderly,amenity_food_court,multimodal,900s,,757.1715899999999,,,,,,,,,
total,shop_coffee,multimodal,300s,,,,2819.51281,,3131.709884,,,3099.7393440000005,,1202.8196850000002
men,shop_coffee,multimodal,300s,,,,1325.14679,,1465.109228,,,1453.353168,,565.314915
women,shop_coffee,multimodal,300s,,,,1494.3660199999997,,1666.600656,,,1646.386176,,637.5047699999999
youth,shop_coffee,multimodal,300s,,,,828.010434,,911.340396,,,915.730464,,353.23380899999995
children_u5,shop_coffee,multimodal,300s,,,,221.79603399999996,,175.614948,,,165.567792,,94.61940899999999
women_rep,shop_coffee,multimodal,300s,,,,1021.1911340000001,,1130.6113400000002,,,1110.932544,,435.6457590000001
elderly,shop_coffee,multimodal,300s,,,,113.38463400000002,,199.000072,,,199.83331199999998,,48.370509000000006
total,shop_coffee,multimodal,600s,,,,18249.231995000002,,23760.331749999998,,,27962.231999000007,,5548.490805
men,shop_coffee,multimodal,600s,,,,8576.982204999998,,11116.84068,,,13110.456703000002,,2607.742995
women,shop_coffee,multimodal,600s,,,,9672.24979,,12643.49107,,,14851.775296,,2940.74781
youth,shop_coffee,multimodal,600s,,,,5359.278542999999,,6915.630246,,,8260.651893999999,,1629.433377
children_u5,shop_coffee,multimodal,600s,,,,1435.5697429999996,,1343.2027759999999,,,1493.5594569999998,,436.470177
women_rep,shop_coffee,multimodal,600s,,,,6609.636193,,8578.524156000001,,,10021.537324,,2009.591727
elderly,shop_coffee,multimodal,600s,,,,733.879443,,1498.6526109999998,,,1802.663002,,223.12847700000003
total,shop_coffee,multimodal,900s,,,,45448.47712999999,,53255.01454899999,129.33545,,58636.73592400001,,13445.635036
men,shop_coffee,multimodal,900s,,,,21360.39367,,24917.112032999998,60.786550000000005,,27492.597428,,6317.557292000001
women,shop_coffee,multimodal,900s,,,,24088.083460000005,,28337.902516000002,68.5489,,31144.138496,,7128.077744
youth,shop_coffee,multimodal,900s,,,,13346.920482,,15500.877080999999,37.98213,,17322.567944,,3941.5274040000004
children_u5,shop_coffee,multimodal,900s,,,,3575.1892819999994,,3015.563003,10.174129999999998,,3131.990732,,1056.1716279999998
women_rep,shop_coffee,multimodal,900s,,,,16460.851582,,19227.658665000003,46.843630000000005,,21015.140624000003,,4866.614804
elderly,shop_coffee,multimodal,900s,,,,1827.6770820000004,,3353.841441999999,5.201130000000001,,3780.1801519999995,,546.172428
total,shop_pastry,multimodal,300s,,2393.611214,4078.6612380000006,1513.2247650000002,1710.764462,,249.359422,,,3721.8157479999995,4549.394362999999
men,shop_pastry,multimodal,300s,,1127.502152,1974.6028099999999,711.2026350000001,816.5002489999999,,116.234989,,,1799.495068,2123.971261
women,shop_pastry,multimodal,300s,,1266.109062,2104.058428,802.0221299999998,894.264213,,133.124433,,,1922.32068,2425.423102
youth,shop_pastry,multimodal,300s,,679.502802,1138.9668219999999,444.39092100000005,504.087483,,69.39917399999999,,,1072.874376,1279.452687
children_u5,shop_pastry,multimodal,300s,,194.072252,378.63814199999996,119.03732099999998,96.770274,,18.789862,,,255.16347199999996,345.678479
women_rep,shop_pastry,multimodal,300s,,841.191812,1345.1465299999998,548.070471,587.177616,,88.570274,,,1266.555536,1621.9671370000003
elderly,shop_pastry,multimodal,300s,,98.91293999999999,141.913134,60.853221000000005,111.544498,,12.988612,,,215.737516,226.679379
total,shop_pastry,multimodal,600s,,14681.939207,11100.686255999999,7307.4529250000005,13547.565006,206.93671999999998,3433.4874259999997,,1549.869672,23018.621310999995,22898.235532
men,shop_pastry,multimodal,600s,,6915.875876,5374.17672,3434.4400750000004,6450.670367,97.25847999999999,1600.466387,,726.676584,11129.485800999999,10689.617234
women,shop_pastry,multimodal,600s,,7766.063331,5726.5095360000005,3873.01285,7096.894639,109.67823999999999,1833.0210390000002,,823.193088,11889.13551,12208.618298000001
youth,shop_pastry,multimodal,600s,,4167.9362009999995,3099.8684639999997,2145.9903449999997,3993.259177,60.771408,955.5732419999999,,457.865232,6635.494782,6436.381404
children_u5,shop_pastry,multimodal,600s,,1190.4009259999998,1030.5203040000001,574.8383449999999,760.6255060000001,16.278608,258.721946,,82.783896,1578.130604,1739.147932
women_rep,shop_pastry,multimodal,600s,,5159.704706,3661.01736,2646.665095,4677.29728,74.94980799999999,1219.544542,,555.466272,7833.370652000001,8162.206004000001
elderly,shop_pastry,multimodal,600s,,606.71247,386.23780800000003,293.8638450000001,881.99547,8.321808,178.84319599999998,,99.91665599999999,1334.2896369999999,1143.579432
total,shop_pastry,multimodal,900s,,29768.432422,21801.915998999997,16826.542045000002,34492.687340000004,1473.2175039999997,12657.039267000002,1270.7075059999997,9887.183316,46118.151659999996,56659.00697
men,shop_pastry,multimodal,900s,,14022.315495999997,10554.964505,7908.330155,16429.338345,690.5295980000001,5901.127754,617.9973289999999,4635.394292000001,22298.091060000002,26442.435905
women,shop_pastry,multimodal,900s,,15746.116926000002,11246.951494,8918.21189,18063.348995000004,782.687906,6755.911513000001,652.7101890000001,5251.789024,23820.0606,30216.571065000007
youth,shop_pastry,multimodal,900s,,8450.717946,6088.188630999999,4941.475113,10164.451298,430.33375199999995,3527.545239,394.86002699999995,2919.4328319999995,13294.31292,15895.118418
children_u5,shop_pastry,multimodal,900s,,2413.602796,2023.9574910000001,1323.654313,1940.086604,96.343594,954.810807,70.21136999999999,528.986476,3161.8082399999994,4296.644017999999
women_rep,shop_pastry,multimodal,900s,,10461.582676,7190.293565,6094.3562630000015,11898.750375,532.570826,4497.931089000001,426.99124800000004,3544.387064,15694.275120000002,20182.327318000003
elderly,shop_pastry,multimodal,900s,,1230.14262,758.576907,676.6670130000001,2245.713802,79.432173,655.439557,81.057622,637.1000879999999,2673.26922,2853.579968
total,amenity_vending_machine,multimodal,300s,320.111712,,,,,,,,,,
men,amenity_vending_machine,multimodal,300s,156.663488,,,,,,,,,,
women,amenity_vending_machine,multimodal,300s,163.44822400000004,,,,,,,,,,
youth,amenity_vending_machine,multimodal,300s,88.243968,,,,,,,,,,
children_u5,amenity_vending_machine,multimodal,300s,25.812735999999997,,,,,,,,,,
women_rep,amenity_vending_machine,multimodal,300s,104.14272,,,,,,,,,,
elderly,amenity_vending_machine,multimodal,300s,14.848,,,,,,,,,,
total,amenity_vending_machine,multimodal,600s,2921.0193719999997,,,,,,,,,,
men,amenity_vending_machine,multimodal,600s,1429.5543280000002,,,,,,,,,,
women,amenity_vending_machine,multimodal,600s,1491.4650440000003,,,,,,,,,,
youth,amenity_vending_machine,multimodal,600s,805.2262079999999,,,,,,,,,,
children_u5,amenity_vending_machine,multimodal,600s,235.54121600000002,,,,,,,,,,
women_rep,amenity_vending_machine,multimodal,600s,950.30232,,,,,,,,,,
elderly,amenity_vending_machine,multimodal,600s,135.48800000000003,,,,,,,,,,
total,amenity_vending_machine,multimodal,900s,6162.150456000001,,,,,,,,,,
men,amenity_vending_machine,multimodal,900s,3015.7721440000005,,,,,,,,,,
women,amenity_vending_machine,multimodal,900s,3146.3783120000007,,,,,,,,,,
youth,amenity_vending_machine,multimodal,900s,1698.6963839999996,,,,,,,,,,
children_u5,amenity_vending_machine,multimodal,900s,496.895168,,,,,,,,,,
women_rep,amenity_vending_machine,multimodal,900s,2004.74736,,,,,,,,,,
elderly,amenity_vending_machine,multimodal,900s,285.824,,,,,,,,,,
total,mixed_offers,multimodal,300s,5521.9270320000005,34630.716614,23084.711627000004,58420.822765,52338.326601,116530.4824,32313.220585000003,56843.091692999995,82194.13598300001,24376.934958,31692.199895000005
men,mixed_offers,multimodal,300s,2702.445168,16322.409489999998,11101.139536999997,27457.284635,24839.456904,54518.01701,15074.29522,27744.166252000003,38537.018512,11743.555458,14837.723730000002
women,mixed_offers,multimodal,300s,2819.4818640000008,18308.307124000003,11983.572092,30963.538130000004,27498.869697000002,62012.46539,17238.925365,29098.926022,43657.11747099999,12633.379506,16854.476165
youth,mixed_offers,multimodal,300s,1522.2084479999999,9826.676384999997,6557.201998999999,17156.528121,15264.316128,33911.506822,9060.050666000001,17609.257168,24255.95773,7053.086544,9078.733563
children_u5,mixed_offers,multimodal,300s,445.269696,2807.598582,1887.7251849999998,4595.654521,3272.3787119999997,6542.998819,2370.626985,3439.251336,4420.825247,1642.381432,2443.819163
women_rep,mixed_offers,multimodal,300s,1796.46192,12156.507758000002,7751.676767000001,21159.267671,18181.261521,42068.192788,11493.942630000001,18956.151592,29453.912515999997,8338.506468,11374.507213
elderly,mixed_offers,multimodal,300s,256.12800000000004,1433.7531100000003,1007.9941150000002,2349.3504210000006,3092.818446,7396.411244,1709.964689,3363.565035,5282.9398200000005,1412.203818,1450.988113
total,mixed_offers,multimodal,600s,19530.516793000003,139833.06054099998,89998.727404,117796.398002,189419.104312,289689.123481,93671.84736200001,236946.155002,246063.29852,131274.94698,121944.93310800003
men,mixed_offers,multimodal,600s,9557.665878,65904.96375299999,43253.088695000006,55363.40143599999,90013.25607999999,135530.92099600003,43690.39318,115690.522235,115386.681727,63360.172768000004,57101.327406000004
women,mixed_offers,multimodal,600s,9972.850915,73928.09678800001,46745.638730000006,62432.996565999994,99405.84823200002,154158.202485,49981.454181999994,121255.63527599999,130676.61679500001,67914.77423200001,64843.605702
youth,mixed_offers,multimodal,600s,5384.179637999999,39682.212134999994,25743.142361,34592.449686,55291.33628699999,84299.82841899998,26217.44451,73642.90278899999,72584.963496,37875.358277,34968.43126799999
children_u5,mixed_offers,multimodal,600s,1574.8903639999999,11332.060887,6991.528769,9266.658535999997,11819.158135000001,16308.291695999998,6912.428130999999,14107.000136999997,13289.757772,9025.227131,9410.92938
women_rep,mixed_offers,multimodal,600s,6354.790312,49091.70873700001,30297.976365,42663.246616,65588.41928100001,104579.90514299998,33308.56564,79036.852091,88138.17738000001,44743.083489000004,43782.824268
elderly,mixed_offers,multimodal,600s,905.7291400000001,5792.298023,4244.14033,4737.207719999999,11245.148469000002,18346.671996999994,4942.447907999999,14189.47768,15785.958272,7512.668712999999,5555.75868
total,mixed_offers,multimodal,900s,43632.62897300001,236863.806231,153886.838922,148089.51833499997,265500.853899,330174.45600699994,124667.24230599999,376605.762887,302361.34591800004,239074.10991499998,206346.79803
men,mixed_offers,multimodal,900s,21352.682193999997,111619.13681299998,74025.21979699998,69600.978795,126301.028729,154471.56884000002,58139.808122999995,183730.64968799998,141790.912862,115475.31172,96630.90591500001
women,mixed_offers,multimodal,900s,22279.946778999998,125244.66941800002,79861.61914600001,78488.53954,139199.82517700002,175702.887167,66527.434183,192875.116882,160570.433063,123598.798219,109715.892115
youth,mixed_offers,multimodal,900s,12028.593443999998,67224.541968,43910.11398999999,43488.014391,77588.71673899998,96078.453883,34850.554806,116171.578342,89208.690377,68884.93140999999,59202.95304599998
children_u5,mixed_offers,multimodal,900s,3518.4188639999998,19198.856375000003,12153.583100000002,11649.819541,16426.200287,18593.002407,9244.937452999999,23304.915858,16318.714303,16596.367229,15931.378805999995
women_rep,mixed_offers,multimodal,900s,14196.868844,83180.512965,51673.04719600001,53634.298491,91725.257778,119194.537216,44320.958505999995,125572.35541399999,108299.856383,81352.761152,74100.749346
elderly,mixed_offers,multimodal,900s,2023.5062799999998,9804.161951,7107.870868999999,5955.498081000001,15921.695861,20906.834355999996,6556.068675,21886.937996999997,19403.304153,13588.674419999998,9376.501456000002
