,index,pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
444,444,youth,shop_alcohol,drive,300,0.4950659490432729,6.884567499738746,2.3026316750910527,25.133663562192115,0.39499708236267506,5.234256297259101,8.358923501115399,4.222506377778897,23.288625700806378,4.5849792781752825,4.675903426016164
451,451,youth,shop_alcohol,drive,600,3.595668611540516,27.27723175396341,7.444397975367825,55.20145545298855,4.113651112682552,33.15270603838906,34.398647378740606,36.0424983255727,79.25353252961533,28.955879299623287,26.171273397902823
458,458,youth,shop_alcohol,drive,900,7.191757135025088,54.02044772132592,21.341765942291122,72.20261075680557,39.38340039334566,69.78410478481238,52.37122506741818,93.11010306611907,100.0,74.20524298139172,58.284153204225234
465,465,youth,shop_convenience,drive,300,5.669421905339999,4.148860762591051,0.024832381093334185,23.18162302026022,39.5857135358328,11.239690980892913,17.838585453389364,16.67419872912164,21.60707814033074,15.972349407161039,9.977822788577269
472,472,youth,shop_convenience,drive,600,20.686422359652607,30.182989942491155,1.9168713390938281,45.90264679466113,86.56772965321457,68.8745880931493,33.277256353099574,64.09016867618655,88.8590140268404,53.066142773161054,42.470581044765524
479,479,youth,shop_convenience,drive,900,44.44136954421262,49.843250394498085,21.292412832084327,66.44389818573349,99.47668455514005,100.0,58.94688309674896,88.43032022344335,100.0,81.42589215839733,61.78629025962068
486,486,youth,shop_confectionery,drive,300,,2.544418514557793,,4.9373992330527585,12.386680740444582,7.928362089861126,,0.4101039313920064,,2.1352606858825554,1.967310627755413
493,493,youth,shop_confectionery,drive,600,,21.893371660985995,0.8205852380468612,21.468418508222573,44.99692788149983,37.11795540049036,,7.743851091115907,,11.741932944347704,6.047548530939978
500,500,youth,shop_confectionery,drive,900,,47.93666040188047,16.574503741038814,40.1776205557754,89.22600073439868,88.95788859347724,6.584092458740192,39.87161500256425,,32.6586386106844,12.71322487241338
507,507,youth,shop_health_food,drive,300,,,,,,,4.058490058449491,,11.233404227105192,,
514,514,youth,shop_health_food,drive,600,,,,,,1.1975160308358042,19.791219037696315,,35.653494130614774,1.0438158138111373,
521,521,youth,shop_health_food,drive,900,,,,2.7355101552863403,0.47523897768808265,9.617020980007764,33.90192021624054,,65.3912872639279,10.580782597389183,
528,528,youth,shop_spices,drive,300,,,,,,0.22151549982194996,5.562028103019079,,0.06320527010893126,,
535,535,youth,shop_spices,drive,600,,,,4.679014290253638,,6.75682979640788,17.498599693180612,,12.215188578207542,,
542,542,youth,shop_spices,drive,900,,,,17.895965820826035,0.407732745880645,17.89668394610663,26.927777306337674,,40.5004239466095,,
549,549,youth,shop_supermarket,drive,300,6.828242941619066,30.532752273502734,20.685484417687043,61.304636211078275,71.54354428351613,82.99434478163641,31.92648090523036,61.711725470174116,83.40761691400907,31.930893366192905,37.492623470658565
556,556,youth,shop_supermarket,drive,600,36.159244914955785,76.25100082573219,49.22768592009657,79.05504873383892,100.0,100.0,58.15733275989382,92.58853977955823,100.0,75.25808246361491,77.38904291268699
563,563,youth,shop_supermarket,drive,900,60.7849467082066,91.85958446687823,76.22065915887822,86.39231473068489,100.0,100.0,80.76557636073808,97.25456791061575,100.0,92.88421278932393,88.27971835851437
570,570,youth,amenity_cafe,drive,300,17.449084335921597,49.219842201650685,38.18201457206288,58.25710974512736,72.88052865302771,97.64044698715153,45.94978635721494,73.66104571437057,77.07396207154744,69.9534095355855,35.55805201593684
577,577,youth,amenity_cafe,drive,600,60.044181362230766,85.92847275807902,83.88426010203777,74.71305828201893,98.13913851767137,100.0,80.18225185813617,93.77867888133827,100.0,95.04293596145553,71.6270309062318
584,584,youth,amenity_cafe,drive,900,76.8123138733526,97.27097368373059,97.95039827205957,84.86855149770945,100.0,100.0,93.43373475057784,96.96240785532775,100.0,96.57086963219082,81.11870806378317
591,591,youth,shop_seafood,drive,300,1.4038276932013039,,,0.05055357576504531,18.378405155369162,,,10.526017760244862,,,
598,598,youth,shop_seafood,drive,600,8.428217458176308,4.590254005566445,0.5766309011584817,3.6602482947017165,65.090621589917,0.34882851533376463,,43.59953589183023,3.942550918091017,,
605,605,youth,shop_seafood,drive,900,13.225611203449535,16.619846332510292,10.75526097294909,10.280433018399666,84.80028154318458,20.980048570980955,,71.92535461061162,40.13159971567584,3.7081525122053898,
612,612,youth,amenity_fast_food,walk,300,0.3373782763850452,1.3653965595636566,0.7534166202182836,8.858109886830716,1.7741095108737108,6.265659038669141,0.8824376114075008,1.2586988152866736,4.620176857137912,,0.8291340411713498
619,619,youth,amenity_fast_food,walk,600,2.9300569873005555,6.389407639263757,5.034676060368377,33.71923503528521,10.456498801779398,39.737928085420634,5.499793312915677,7.748301689016756,31.43137727437425,0.9595504602871743,4.426946659249601
626,626,youth,amenity_fast_food,walk,900,7.833043460418006,15.568428655038227,10.869836762050003,50.834428963739995,28.831312634031566,76.59551305710501,12.418268421839091,18.054750663092538,66.26154831506541,5.118041619035659,10.297522309708395
633,633,youth,amenity_ice_cream,walk,300,,,,1.977206518810661,0.05020311291465954,1.968389479383386,,,0.9445694907926399,,0.36338402791218516
640,640,youth,amenity_ice_cream,walk,600,,0.25525217582347287,,9.324326196663913,1.758495322666308,10.724772804552774,1.2919191925794926,,7.218967764427677,,2.6429616095282435
647,647,youth,amenity_ice_cream,walk,900,,1.254000872580997,,16.95791613718575,5.421964275146026,21.69957982569414,4.156380243992787,,13.783021841197304,,5.55504595542762
654,654,youth,shop_deli,walk,300,,,,,,,,,1.4579224749190747,,
661,661,youth,shop_deli,walk,600,,,,,,,,,6.878929987294223,,
668,668,youth,shop_deli,walk,900,,,,,0.5100144017840268,,,,17.242199596667877,,
675,675,youth,shop_beverages,walk,300,,0.4618848895853318,0.09405849171005877,0.5167698855982409,,0.09829958864905483,1.2578446476011642,0.9054726779054247,2.7515719949176893,,0.2669792609390343
682,682,youth,shop_beverages,walk,600,,2.4876958088192436,0.8831322984333692,5.004804000739486,0.024719857546325667,0.63553307260309,5.253190426609629,4.194941979026228,14.40666575100527,,1.0729008046969497
689,689,youth,shop_beverages,walk,900,,7.155164166734175,1.9804006058258519,13.537124177084353,0.5301676736378097,3.230323634771396,11.430590017255717,9.740616741634035,32.68526003636393,,2.2458001952745454
696,696,youth,shop_butcher,walk,300,0.26403517282307887,0.939976266524535,0.591770188685789,2.336698613139872,0.02640628513604301,2.3172179947171507,0.8029192844325378,0.19314492855168722,,,1.0133729970764287
703,703,youth,shop_butcher,walk,600,1.2908386226906077,4.580382401963079,3.3745882278854165,12.593457429470178,0.11090639757138061,14.882449268237465,5.312903998876014,1.1694047492311241,,0.046015620973016896,4.7281651582127875
710,710,youth,shop_butcher,walk,900,3.8175085404003486,10.77936381481885,8.033842118550742,27.214674953516056,0.6020633011017805,36.52683837674552,13.567015417731195,1.5170656206241613,,0.22087498067048109,10.55309770890458
717,717,youth,amenity_restaurant,walk,300,1.7859045717338806,6.412688310566541,2.660371400148755,21.749271706917266,13.120475767875178,31.91391609069385,8.282824334059152,5.287940725110827,19.100866481684037,4.104076698969588,3.3593389789436894
724,724,youth,amenity_restaurant,walk,600,6.323901093647949,28.002745431447977,12.230982965555476,44.19820031159562,56.98225536631084,82.95998478360708,24.56972777271949,24.719458344394823,71.02120710930781,23.502065124268974,17.11982138847774
731,731,youth,amenity_restaurant,walk,900,13.656269861272941,48.17110103860537,22.200525551102043,55.775190783798514,84.65511978599378,98.58224926307177,35.26796511098709,51.63654141504186,93.49322427089555,44.86642887826713,31.86470196536127
738,738,youth,shop_wine,walk,300,,,,,,0.29899587028608393,,,,,
745,745,youth,shop_wine,walk,600,,,,0.23591668690354475,,3.0271665004747548,,,,,
752,752,youth,shop_wine,walk,900,,,,1.1290298587526784,,7.157076922105571,,,,,
759,759,youth,healthy_offers,walk,300,0.5390718111804527,1.5436679204562407,0.591770188685789,6.111365603596588,1.3823408281417675,4.798897038024781,2.9668402354572136,1.8499394323289329,2.1560825333310256,1.0531388286173238,1.5443597506346252
766,766,youth,healthy_offers,walk,600,2.57302807265974,9.169371965439744,3.3745882278854165,28.899794145684233,10.494394826844134,23.721376477108056,19.230450197813948,11.038462905601925,12.264524700186785,7.891643910817983,6.862253896846352
773,773,youth,healthy_offers,walk,900,6.617553864097009,20.15651966890055,8.210721524398126,47.18333738070895,28.67509417246089,53.48633426696393,38.2500143639332,20.480914187462034,32.78323214024105,18.812292680252416,15.380728519946299
780,780,youth,amenity_pub,walk,300,0.25670086246688223,0.6525182569083382,,1.370563609630117,,1.7316844154069029,0.8543641704775655,,0.7392282971420658,,0.5306810682278843
787,787,youth,amenity_pub,walk,600,0.6564207768795989,4.150925526894167,,7.1729906946625395,,11.918128778033594,4.778637391674577,,9.794774937132376,,3.8349357112003184
794,794,youth,amenity_pub,walk,900,1.3421787951839843,12.334607978379202,,16.809174752881326,0.4027922144724228,31.48129967194916,11.227268608149748,0.0629058726297786,23.752895886133896,,9.468118301107644
801,801,youth,amenity_drinking_water,walk,300,,0.3849040746544432,,0.05055357576504531,,,,,,,
808,808,youth,amenity_drinking_water,walk,600,,3.17902516368986,,0.38196035022478675,,,,,,,
815,815,youth,amenity_drinking_water,walk,900,,6.500504348769544,0.17687940584738318,1.5166072729513589,,,,,,,
822,822,youth,amenity_bar,walk,300,0.7701025874006467,1.872604929899745,0.6335592639854748,10.801614021798015,3.3009661264596124,12.492278827358927,4.335210531436349,3.4518707197103606,6.358137663109025,1.3483386115019504,1.4690667253508056
829,829,youth,amenity_bar,walk,600,4.569275351910503,9.339118890116666,4.636824396792267,29.753587869716107,17.452801112702673,54.95365623195379,21.067591456102946,15.58652746641368,40.38319567743918,11.40966565925685,6.620446080739441
836,836,youth,amenity_bar,walk,900,11.052805706788329,24.525433633148758,8.293490730134836,42.9089733185832,30.347286805062403,85.28273885371546,38.98866029850479,33.87425940980329,73.66730341029977,26.755501186177426,13.499258124668694
843,843,youth,shop_bakery,walk,300,1.3605145710744757,10.904062112243459,4.93725189110127,6.3416652265262385,8.819720293227231,10.290912009744863,5.48749077682883,13.477672013714468,9.11690132999781,5.582177973065151,1.5090682956884636
850,850,youth,shop_bakery,walk,600,6.941708730174918,37.206508565767514,23.64209633518508,27.678193542366053,44.593590155515344,58.040974169928916,22.789445383623065,54.38081148605912,43.82858726094084,26.374000485667263,10.282027413907242
857,857,youth,shop_bakery,walk,900,17.286822425677713,58.879347130481655,41.91042690965492,47.63562184161117,83.72593373508127,93.4265451416601,40.843323804650105,75.9790150323102,72.26758185641334,51.92968113106018,23.332900605433455
864,864,youth,shop_greengrocer,walk,300,,0.4740397551007353,,2.7130418993907646,0.11618765459858918,2.531511688355311,1.7923769653070136,,0.6776259390468938,,0.5339585218780686
871,871,youth,shop_greengrocer,walk,600,,2.9252709673737685,,15.598586655503421,2.147423233527675,10.533237140491735,9.981779820190038,,5.626348706025724,,3.0196756979554866
878,878,youth,shop_greengrocer,walk,900,,8.070830702227905,,31.663389620840043,6.778298955871905,25.884566568801137,20.414976675238492,1.3272543656580904,18.06211913559633,,8.788997981431393
885,885,youth,amenity_marketplace,walk,300,,,,1.314392969891178,,,0.1531963340166669,1.5280582415689643,0.6776259390468937,1.0531388286173238,
892,892,youth,amenity_marketplace,walk,600,,,,9.605179395358608,1.172103609905117,0.03946083176417475,2.720481058943248,7.1110478986509555,5.975428735231699,7.8548314140395705,0.0475482931179556
899,899,youth,amenity_marketplace,walk,900,,,,19.743979868237137,5.298091799024548,0.6910646143885953,7.4510835403282005,14.145732633773733,15.148548467273374,18.812292680252416,0.48737000445904494
906,906,youth,amenity_food_court,walk,300,,0.4902462424546066,,,,,,,,,
913,913,youth,amenity_food_court,walk,600,,2.4957990524961784,,,,,,,,,
920,920,youth,amenity_food_court,walk,900,,4.404112938414524,,,,,,,,,
927,927,youth,shop_coffee,walk,300,,,,1.2245199463088752,,0.9468202559059327,,,0.9856377295227545,,0.27637445374811687
934,934,youth,shop_coffee,walk,600,,,,7.925677267164325,,7.18486619051234,,,8.891273685069848,,1.2748886092251845
941,941,youth,shop_coffee,walk,900,,,,19.738362804263243,,16.104349668923078,0.04192213493884282,,18.644980383472106,,3.0838992629205926
948,948,youth,shop_pastry,walk,300,,0.5753303010624309,0.7266039025635637,0.6571964849455891,0.5563400307992752,,0.07659816700833345,,,0.840900898841945,1.0010594355824682
955,955,youth,shop_pastry,walk,600,,3.5289626213054737,1.9775611368740287,3.173641145250066,4.4071912285940815,0.06313733082267961,1.0546978380378225,,0.49281886476137726,5.200789254794203,5.0359035554409175
962,962,youth,shop_pastry,walk,900,,7.155164166734177,3.8839600358681206,7.307800230035993,11.218074915355619,0.4470872957919448,3.8934685209131397,0.23618616107421705,3.1423036156921667,10.419858963911057,12.436535116706178
969,969,youth,amenity_vending_machine,walk,300,0.11734896569914614,,,,,,,,,,
976,976,youth,amenity_vending_machine,walk,600,1.0708093120047086,,,,,,,,,,
983,983,youth,amenity_vending_machine,walk,900,2.258967589708563,,,,,,,,,,
990,990,youth,mixed_offers,walk,300,2.0242696583102715,8.320178616460108,4.183167121588903,25.372277970078848,16.84657999092073,35.23173306954103,9.999878010338147,10.533005534841235,26.107668188700888,5.528090657334915,7.103312212107138
997,997,youth,mixed_offers,walk,600,7.160012474254366,33.59865329069356,16.422838086632158,51.15774257525019,61.02270889523883,87.58174823241761,28.937061889363342,44.04962090552575,78.12613146578627,29.686069060419058,27.35972844015639
1004,1004,youth,mixed_offers,walk,900,15.995914864899664,56.91855258785742,28.0124579319352,64.31312802411728,85.63138446397703,99.81893339944563,38.465711672059186,69.48821668021019,96.01892095279763,53.99085115192901,46.32111477291705
1011,1011,youth,unhealthy_offers,walk,300,3.3862369679249014,14.124085942558933,8.5774775794887,23.192857148208006,15.705430783236288,33.74747845538993,11.731976296435057,20.14462996589969,25.225261337484504,11.95353058204215,5.697644436953578
1018,1018,youth,unhealthy_offers,walk,600,15.153990850564645,46.34833065573226,31.941472052147496,50.73338498510773,64.15099260515792,93.15003772731374,36.72915838906422,60.32849844309273,79.70291714947555,51.838769520263206,24.07357472896533
1025,1025,youth,unhealthy_offers,walk,900,31.613289658404874,67.62465590705963,51.722696563816505,66.38682500630743,91.97072399608271,99.34552327149265,57.42081192327524,78.81039309512165,97.59665021786701,80.93599415675807,45.77919371997123
1032,1032,youth,shop_kiosk,walk,300,0.4107213799470115,0.8310086259657536,,,0.49847095566446165,0.6711000243825497,0.6641866963960151,,1.704331907299763,,
1039,1039,youth,shop_kiosk,walk,600,3.5608076779334668,4.72006098385007,,0.06200932572035715,3.4035933861490024,4.727032844571457,3.758936467414511,,14.518205743933956,,
1046,1046,youth,shop_kiosk,walk,900,8.401452513023246,10.26984455920991,,0.3037646986053199,12.12238196348914,12.338544594949733,8.003611491507897,,30.55989797376902,0.4827031878371909,
1053,1053,youth,shop_alcohol,walk,300,,0.6376037884369422,0.17591502573917076,2.8534684987381125,0.08423393558284062,0.032188577144007545,1.1034197857729229,0.23024978328414764,1.006171848887812,1.023695363400439,0.19935376131967153
1060,1060,youth,shop_alcohol,walk,600,0.007334310356196634,3.363121401926568,1.4936293918244046,12.64401100523522,0.4730059459651819,1.75023493443222,3.4179029719833567,1.196216840740228,6.747439227838865,2.8049502529571537,2.246344162686005
1067,1067,youth,shop_alcohol,walk,900,0.4767301731527813,6.4556562057314775,2.0329642473355034,22.785730821104462,2.556678500586074,5.1212611782072095,9.468120114573717,6.172131012596902,23.236912297989974,4.805454012906717,6.428159154350601
1074,1074,youth,shop_convenience,walk,300,0.6087477595643207,0.13370352066943816,,3.611772135213793,1.7176645316195356,0.12458161261920166,2.4752716401191135,1.9137954753716668,0.7802965358721807,0.8795374095854174,0.4130864763892381
1081,1081,youth,shop_convenience,walk,600,2.5120012969973473,2.042017406587783,,13.874148015517987,13.871831676764762,2.5379798723207894,10.010751010048372,7.4960539914029845,5.729019302851011,6.008694218551654,3.291795240620404
1088,1088,youth,shop_convenience,walk,900,5.713427767477179,5.595289758924063,,22.934472205408888,37.918516844877864,9.791059249399252,18.962299407900783,15.049733810267032,19.728208490582656,14.99257390529941,10.978096650979962
1095,1095,youth,shop_confectionery,walk,300,,0.15396162986177728,,0.4662163098331955,0.47562979060435234,0.8969876108582517,,,,0.01828045432265098,0.13967311103399457
1102,1102,youth,shop_confectionery,walk,600,,1.0858346527093765,,2.516444660304477,4.398576737698776,3.76236470109989,,0.03843698382857813,,0.5265379657920229,0.8410104345238398
1109,1109,youth,shop_confectionery,walk,900,,2.463386077788436,,4.763270249862047,12.359380393244415,5.930084760673998,,0.39596102655645854,,2.357969759186111,1.9821694693547744
1116,1116,youth,shop_health_food,walk,300,,,,,,,0.38491293329507015,,0.8008306552372381,,
1123,1123,youth,shop_health_food,walk,600,,,,,,,2.0566114937703484,,4.995446444956472,,
1130,1130,youth,shop_health_food,walk,900,,,,,,,3.7520973904161576,,11.23594433672394,,
1137,1137,youth,shop_spices,walk,300,,,,,,,0.2887161679544877,,,,
1144,1144,youth,shop_spices,walk,600,,,,,,,2.451141344266671,,0.04022153552386535,,
1151,1151,youth,shop_spices,walk,900,,,,,,0.08174432304821512,5.784479552568461,,2.0014270504931213,,
1158,1158,youth,shop_supermarket,walk,300,0.48773163868707614,3.6049823160054997,2.3184897613160302,9.352411516533381,7.504447577896746,11.291545192383486,3.6319796213052613,6.509429222563836,10.477067879711552,1.590180203156244,4.3796366482127915
1165,1165,youth,shop_supermarket,walk,600,2.65868750412128,15.796314089166948,11.506917955414094,42.18415044394336,38.71752459746947,48.290605132419614,18.971484823949044,32.816035981114936,48.934390047245365,12.650011515403342,18.90704852838111
1172,1172,youth,shop_supermarket,walk,900,6.021468802437438,33.49990148272517,20.221316664614232,61.69221362527695,75.67745012951191,84.03975651399979,32.507644098603,58.42238284619955,88.25314755309,30.019223930592076,36.64992808869809
1179,1179,youth,amenity_cafe,walk,300,1.3656344647927285,5.222953170403294,4.371785578378266,16.761318898099468,6.882603909907653,25.086650244140706,4.419007085827422,9.632354720961635,15.992504136956374,7.063378378399894,3.4050494819598582
1186,1186,youth,amenity_cafe,walk,600,7.2331516878374735,27.144760923547622,18.66705956732265,41.748558725853115,43.285711168679086,83.3454513402798,22.936928824799185,43.79448110121012,52.07186019689832,36.04075126328216,16.950523035468102
1193,1193,youth,amenity_cafe,walk,900,18.088968445456036,47.52435249275537,38.52746845921972,58.37914625650282,77.26426287115189,98.94731409618781,44.82335953375085,69.78736797877575,77.35785813696964,66.84354898723205,33.26827598659782
1200,1200,youth,shop_seafood,walk,300,0.2750366383573738,,,,1.266153173543178,,,0.12873626220828155,,,
1207,1207,youth,shop_seafood,walk,600,1.2821894499691324,,,,7.174867983411342,,,2.7580102577198415,,,
1214,1214,youth,shop_seafood,walk,900,2.8000453236966596,,,0.03931944781725746,17.51511890068063,,,8.581030484205057,,,
1221,1221,youth,amenity_fast_food,multimodal,300,0.3373782763850452,1.3653965595636566,0.7534166202182836,8.858109886830716,1.7741095108737108,6.265659038669141,0.8824376114075008,1.2586988152866736,4.620176857137912,,0.8291340411713498
1228,1228,youth,amenity_fast_food,multimodal,600,2.9300569873005555,6.389407639263757,5.034676060368377,33.71923503528521,10.456498801779398,39.737928085420634,5.499793312915677,7.748301689016756,31.43137727437425,0.9595504602871743,4.426946659249601
1235,1235,youth,amenity_fast_food,multimodal,900,7.833043460418006,15.568428655038227,10.869836762050003,50.834428963739995,28.831312634031566,76.59551305710501,12.418268421839091,18.054750663092538,66.26154831506541,5.118041619035659,10.297522309708395
1242,1242,youth,amenity_ice_cream,multimodal,300,,,,1.977206518810661,0.05020311291465954,1.968389479383386,,,0.9445694907926399,,0.36338402791218516
1249,1249,youth,amenity_ice_cream,multimodal,600,,0.25525217582347287,,9.324326196663913,1.758495322666308,10.724772804552774,1.2919191925794926,,7.218967764427677,,2.6429616095282435
1256,1256,youth,amenity_ice_cream,multimodal,900,,1.254000872580997,,16.95791613718575,5.421964275146026,21.69957982569414,4.156380243992787,,13.783021841197304,,5.55504595542762
1263,1263,youth,shop_deli,multimodal,300,,,,,,,,,1.4579224749190747,,
1270,1270,youth,shop_deli,multimodal,600,,,,,,,,,6.878929987294223,,
1277,1277,youth,shop_deli,multimodal,900,,,,,0.5100144017840268,,,,17.242199596667877,,
1284,1284,youth,shop_beverages,multimodal,300,,0.4618848895853318,0.09405849171005877,0.5167698855982409,,0.09829958864905483,1.2578446476011642,0.9054726779054247,2.7515719949176893,,0.2669792609390343
1291,1291,youth,shop_beverages,multimodal,600,,2.4876958088192436,0.8831322984333692,5.004804000739486,0.024719857546325667,0.63553307260309,5.253190426609629,4.194941979026228,14.40666575100527,,1.0729008046969497
1298,1298,youth,shop_beverages,multimodal,900,,7.155164166734175,1.9804006058258519,13.537124177084353,0.5301676736378097,3.230323634771396,11.430590017255717,9.740616741634035,32.68526003636393,,2.2458001952745454
1305,1305,youth,shop_butcher,multimodal,300,0.26403517282307887,0.939976266524535,0.591770188685789,2.336698613139872,0.02640628513604301,2.3172179947171507,0.8029192844325378,0.19314492855168722,,,1.0133729970764287
1312,1312,youth,shop_butcher,multimodal,600,1.2908386226906077,4.580382401963079,3.3745882278854165,12.593457429470178,0.11090639757138061,14.882449268237465,5.312903998876014,1.1694047492311241,,0.046015620973016896,4.7281651582127875
1319,1319,youth,shop_butcher,multimodal,900,3.8175085404003486,10.77936381481885,8.033842118550742,27.214674953516056,0.6020633011017805,36.52683837674552,13.567015417731195,1.5170656206241613,,0.22087498067048109,10.55309770890458
1326,1326,youth,amenity_restaurant,multimodal,300,1.7859045717338806,6.412688310566541,2.660371400148755,21.749271706917266,13.120475767875178,31.91391609069385,8.282824334059152,5.287940725110827,19.100866481684037,4.104076698969588,3.3593389789436894
1333,1333,youth,amenity_restaurant,multimodal,600,6.323901093647949,28.002745431447977,12.230982965555476,44.19820031159562,56.98225536631084,82.95998478360708,24.56972777271949,24.719458344394823,71.02120710930781,23.502065124268974,17.11982138847774
1340,1340,youth,amenity_restaurant,multimodal,900,13.656269861272941,48.17110103860537,22.200525551102043,55.775190783798514,84.65511978599378,98.58224926307177,35.26796511098709,51.63654141504186,93.49322427089555,44.86642887826713,31.86470196536127
1347,1347,youth,shop_wine,multimodal,300,,,,,,0.29899587028608393,,,,,
1354,1354,youth,shop_wine,multimodal,600,,,,0.23591668690354475,,3.0271665004747548,,,,,
1361,1361,youth,shop_wine,multimodal,900,,,,1.1290298587526784,,7.157076922105571,,,,,
1368,1368,youth,healthy_offers,multimodal,300,0.5390718111804527,1.5436679204562407,0.591770188685789,6.111365603596588,1.3823408281417675,4.798897038024781,2.9668402354572136,1.8499394323289329,2.1560825333310256,1.0531388286173238,1.5443597506346252
1375,1375,youth,healthy_offers,multimodal,600,2.57302807265974,9.169371965439744,3.3745882278854165,28.899794145684233,10.494394826844134,23.721376477108056,19.230450197813948,11.038462905601925,12.264524700186785,7.891643910817983,6.862253896846352
1382,1382,youth,healthy_offers,multimodal,900,6.617553864097009,20.15651966890055,8.210721524398126,47.18333738070895,28.67509417246089,53.48633426696393,38.2500143639332,20.480914187462034,32.78323214024105,18.812292680252416,15.380728519946299
1389,1389,youth,amenity_pub,multimodal,300,0.25670086246688223,0.6525182569083382,,1.370563609630117,,1.7316844154069029,0.8543641704775655,,0.7392282971420658,,0.5306810682278843
1396,1396,youth,amenity_pub,multimodal,600,0.6564207768795989,4.150925526894167,,7.1729906946625395,,11.918128778033594,4.778637391674577,,9.794774937132376,,3.8349357112003184
1403,1403,youth,amenity_pub,multimodal,900,1.3421787951839843,12.334607978379202,,16.809174752881326,0.4027922144724228,31.48129967194916,11.227268608149748,0.0629058726297786,23.752895886133896,,9.468118301107644
1410,1410,youth,amenity_drinking_water,multimodal,300,,0.3849040746544432,,0.05055357576504531,,,,,,,
1417,1417,youth,amenity_drinking_water,multimodal,600,,3.17902516368986,,0.38196035022478675,,,,,,,
1424,1424,youth,amenity_drinking_water,multimodal,900,,6.500504348769544,0.17687940584738318,1.5166072729513589,,,,,,,
1431,1431,youth,amenity_bar,multimodal,300,0.7701025874006467,1.872604929899745,0.6335592639854748,10.801614021798015,3.3009661264596124,12.492278827358927,4.335210531436349,3.4518707197103606,6.358137663109025,1.3483386115019504,1.4690667253508056
1438,1438,youth,amenity_bar,multimodal,600,4.569275351910503,9.339118890116666,4.636824396792267,29.753587869716107,17.452801112702673,54.95365623195379,21.067591456102946,15.58652746641368,40.38319567743918,11.40966565925685,6.620446080739441
1445,1445,youth,amenity_bar,multimodal,900,11.052805706788329,24.525433633148758,8.293490730134836,42.9089733185832,30.347286805062403,85.28273885371546,38.98866029850479,33.87425940980329,73.66730341029977,26.755501186177426,13.499258124668694
1452,1452,youth,shop_bakery,multimodal,300,1.3605145710744757,10.904062112243459,4.93725189110127,6.3416652265262385,8.819720293227231,10.290912009744863,5.48749077682883,13.477672013714468,9.11690132999781,5.582177973065151,1.5090682956884636
1459,1459,youth,shop_bakery,multimodal,600,6.941708730174918,37.206508565767514,23.64209633518508,27.678193542366053,44.593590155515344,58.040974169928916,22.789445383623065,54.38081148605912,43.82858726094084,26.374000485667263,10.282027413907242
1466,1466,youth,shop_bakery,multimodal,900,17.286822425677713,58.879347130481655,41.91042690965492,47.63562184161117,83.72593373508127,93.4265451416601,40.843323804650105,75.9790150323102,72.26758185641334,51.92968113106018,23.332900605433455
1473,1473,youth,shop_greengrocer,multimodal,300,,0.4740397551007353,,2.7130418993907646,0.11618765459858918,2.531511688355311,1.7923769653070136,,0.6776259390468938,,0.5339585218780686
1480,1480,youth,shop_greengrocer,multimodal,600,,2.9252709673737685,,15.598586655503421,2.147423233527675,10.533237140491735,9.981779820190038,,5.626348706025724,,3.0196756979554866
1487,1487,youth,shop_greengrocer,multimodal,900,,8.070830702227905,,31.663389620840043,6.778298955871905,25.884566568801137,20.414976675238492,1.3272543656580904,18.06211913559633,,8.788997981431393
1494,1494,youth,amenity_marketplace,multimodal,300,,,,1.314392969891178,,,0.1531963340166669,1.5280582415689643,0.6776259390468937,1.0531388286173238,
1501,1501,youth,amenity_marketplace,multimodal,600,,,,9.605179395358608,1.172103609905117,0.03946083176417475,2.720481058943248,7.1110478986509555,5.975428735231699,7.8548314140395705,0.0475482931179556
1508,1508,youth,amenity_marketplace,multimodal,900,,,,19.743979868237137,5.298091799024548,0.6910646143885953,7.4510835403282005,14.145732633773733,15.148548467273374,18.812292680252416,0.48737000445904494
1515,1515,youth,amenity_food_court,multimodal,300,,0.4902462424546066,,,,,,,,,
1522,1522,youth,amenity_food_court,multimodal,600,,2.4957990524961784,,,,,,,,,
1529,1529,youth,amenity_food_court,multimodal,900,,4.404112938414524,,,,,,,,,
1536,1536,youth,shop_coffee,multimodal,300,,,,1.2245199463088752,,0.9468202559059327,,,0.9856377295227545,,0.27637445374811687
1543,1543,youth,shop_coffee,multimodal,600,,,,7.925677267164325,,7.18486619051234,,,8.891273685069848,,1.2748886092251845
1550,1550,youth,shop_coffee,multimodal,900,,,,19.738362804263243,,16.104349668923078,0.04192213493884282,,18.644980383472106,,3.0838992629205926
1557,1557,youth,shop_pastry,multimodal,300,,0.5753303010624309,0.7266039025635637,0.6571964849455891,0.5563400307992752,,0.07659816700833345,,,0.840900898841945,1.0010594355824682
1564,1564,youth,shop_pastry,multimodal,600,,3.5289626213054737,1.9775611368740287,3.173641145250066,4.4071912285940815,0.06313733082267961,1.0546978380378225,,0.49281886476137726,5.200789254794203,5.0359035554409175
1571,1571,youth,shop_pastry,multimodal,900,,7.155164166734177,3.8839600358681206,7.307800230035993,11.218074915355619,0.4470872957919448,3.8934685209131397,0.23618616107421705,3.1423036156921667,10.419858963911057,12.436535116706178
1578,1578,youth,amenity_vending_machine,multimodal,300,0.11734896569914614,,,,,,,,,,
