shapeID,shapeName,class_-3_months_SPEI3,class_-2_months_SPEI3,class_-1_months_SPEI3,class_0_months_SPEI3,class_1_months_SPEI3,class_2_months_SPEI3,class_3_months_SPEI3,class_-3_months_SPEI6,class_-2_months_SPEI6,class_-1_months_SPEI6,class_0_months_SPEI6,class_1_months_SPEI6,class_2_months_SPEI6,class_3_months_SPEI6,class_-3_months_SPEI12,class_-2_months_SPEI12,class_-1_months_SPEI12,class_0_months_SPEI12,class_1_months_SPEI12,class_2_months_SPEI12,class_3_months_SPEI12,drought_resistance,ag_area_ha,geometry
40119143,Xã Thạch Bình,16.0,38.0,78.0,313.0,91.0,45.0,22.0,13.0,40.0,78.0,327.0,82.0,49.0,23.0,12.0,32.0,78.0,336.0,84.0,46.0,21.0,0.296521078088709,4149.671393490416,"POLYGON ((105.51239066130118 20.228520194920492, 105.51582418807422 20.25585890796448, 105.52620494688622 20.262177445032766, 105.52734202573107 20.268603058992213, 105.53388354669754 20.27143009689687, 105.5388866446908 20.27048478150556, 105.5411116906395 20.266328872736096, 105.54805005723188 20.265882965980268, 105.54745703143261 20.26068813577687, 105.55339659222551 20.261544309366244, 105.5547298298009 20.253665045997813, 105.5593628302784 20.25723230476957, 105.56227012373343 20.2526796248625, 105.56941811258363 20.251939421270002, 105.57706987340224 20.24409139212637, 105.57691832715567 20.233059588133656, 105.58139525825236 20.231748601513434, 105.58045885346594 20.22755705546274, 105.59016631936701 20.230607058499768, 105.59171357231232 20.22382918013702, 105.5890871689492 20.219544013473026, 105.59410811009812 20.220007794358406, 105.5973275991871 20.215860758680193, 105.60067643419653 20.21860310798331, 105.6033608085758 20.215682426800857, 105.60208097914985 20.209524406546585, 105.60701281080922 20.20847204201307, 105.60899712414398 20.20299626173725, 105.61530668379966 20.20281351058689, 105.61551624570866 20.19899198598263, 105.60934492033604 20.198719983166374, 105.61828540309345 20.193899763893217, 105.62914330814122 20.196588583882125, 105.62871967830188 20.19113952521614, 105.63279977458838 20.19332899955045, 105.63432028165137 20.188722701575617, 105.63947503167682 20.186038300166032, 105.63561349689134 20.184758553834236, 105.63560902239189 20.179581591858454, 105.63871256213626 20.177896049680147, 105.6430110712526 20.18044662713048, 105.64589171702015 20.176897203151047, 105.64240466307987 20.16783628784491, 105.64544128865722 20.165504143490406, 105.64232886220314 20.159921357380163, 105.64528520962851 20.155605013660153, 105.64386278465268 20.15157840054141, 105.64780459586538 20.147493904899545, 105.63709384647636 20.142129529705727, 105.64011713735383 20.137969221679704, 105.63390120352167 20.12019074342853, 105.63619312451576 20.114220067689146, 105.6263385464883 20.111486611815142, 105.63276406863993 20.108387578146, 105.63974261271575 20.11199940187188, 105.64008590456633 20.103643089061148, 105.63432923058738 20.10023182908058, 105.63600143643089 20.093235481554647, 105.63188117657583 20.099241923231975, 105.62747555109637 20.09530897999014, 105.61904340108103 20.101988743090935, 105.61462449077615 20.10143579119939, 105.59509808963553 20.124609783441148, 105.59498661041556 20.129376500708887, 105.60193835891428 20.138624723231857, 105.57797960091966 20.17901967978399, 105.58147103327558 20.19026113506808, 105.5789917665988 20.195460375343753, 105.572178322847 20.203464536247207, 105.55931381075845 20.20952890804939, 105.55565286009208 20.221439177181523, 105.53331274927879 20.2275257676175, 105.51239066130118 20.228520194920492))"
40119144,Xã Thành Vinh,12.0,31.0,67.0,278.0,69.0,36.0,17.0,13.0,31.0,59.0,305.0,60.0,36.0,19.0,12.0,27.0,59.0,312.0,57.0,29.0,19.0,0.283891833121297,1968.6464684124833,"POLYGON ((105.5309182286149 20.294862730610983, 105.53697368395515 20.296806886350986, 105.54007273012884 20.30485106845799, 105.53777185150305 20.308003644763353, 105.54612823153472 20.309292314662738, 105.56350529734068 20.321724314388373, 105.56356326340712 20.316582991005365, 105.57082715183526 20.318469188485285, 105.57839872662413 20.311722560418193, 105.59356413814344 20.313916444788845, 105.59941442895378 20.3118563112995, 105.61115531473835 20.296847017445444, 105.60985323908236 20.292860514068202, 105.62039458005182 20.281922346948296, 105.65090816741011 20.27334311457673, 105.66861524672707 20.256358370543797, 105.6707689629747 20.24756945997631, 105.67756467815099 20.24758732349676, 105.68204161896745 20.23529801332968, 105.69376463056857 20.230780987241825, 105.69614128261857 20.225144620056447, 105.69268548381588 20.221430208967668, 105.6875619743214 20.224248349257067, 105.6818498820771 20.221287488884357, 105.6695070908623 20.21154881462997, 105.66315731757494 20.198956349833278, 105.65298166013233 20.198456924605907, 105.65011888966212 20.193172934059344, 105.6368976828949 20.19829191714972, 105.62559385085225 20.20690243220121, 105.62314135256058 20.21040729730812, 105.62517917789901 20.212935609385315, 105.61918165037493 20.213979077983424, 105.61193565201245 20.208672770042284, 105.61478949105481 20.20475319950804, 105.60899712414398 20.20299626173725, 105.60701281080922 20.20847204201307, 105.60196511138125 20.209667080842767, 105.60262506659193 20.21721194282529, 105.59906217853725 20.21904901996733, 105.5971760356749 20.21588305519792, 105.59410811009812 20.220007794358406, 105.58885536092694 20.21980709246118, 105.59171357231232 20.22382918013702, 105.59016631936701 20.230607058499768, 105.58045885346594 20.22755705546274, 105.58139525825236 20.231748601513434, 105.57691832715567 20.233059588133656, 105.57706987340224 20.24409139212637, 105.56995315435911 20.251453347990164, 105.56227012373343 20.2526796248625, 105.5593628302784 20.25723230476957, 105.5547298298009 20.253665045997813, 105.55324050434838 20.261700370069327, 105.54846920155842 20.26013967106, 105.54805005723188 20.265882965980268, 105.54096008574192 20.266458258433943, 105.53884201347695 20.291835002020076, 105.5337854323788 20.291545131021117, 105.5309182286149 20.294862730610983))"
40119145,Xã Thạch Quảng,12.0,31.0,62.0,290.0,76.0,32.0,17.0,13.0,27.0,53.0,303.0,56.0,37.0,19.0,12.0,24.0,45.0,311.0,54.0,26.0,19.0,0.2921204758637998,918.6143081660286,"POLYGON ((105.40969313862539 20.373289318388075, 105.42136699262652 20.377552302000545, 105.42802002650873 20.385056946425763, 105.43360727813527 20.385850623044032, 105.46034852468416 20.374939193856346, 105.47636558098127 20.375523359850426, 105.5022506400618 20.360300011217372, 105.52230321427943 20.3598496050069, 105.52695852686941 20.37023932937375, 105.53106535300329 20.371911466972236, 105.53680419456147 20.36978005678244, 105.5407727935 20.367430120880506, 105.5446834323908 20.35197481888676, 105.55053828280698 20.34677108146511, 105.5475729530642 20.335092719960436, 105.55056502753047 20.33013861121389, 105.56231923352509 20.327449785933904, 105.56505705902022 20.324288276601695, 105.55162184989969 20.312422598133466, 105.53777185150305 20.308003644763353, 105.54007273012884 20.30485106845799, 105.53697368395515 20.296806886350986, 105.5309182286149 20.294862730610983, 105.5337854323788 20.291545131021117, 105.5387260975856 20.292151519377, 105.54182070240768 20.27446234230686, 105.5394485160087 20.27390489850652, 105.53961791849937 20.270119130910953, 105.53388354669754 20.27143009689687, 105.5273242280751 20.268594140437223, 105.5271012656197 20.2632699922959, 105.52064889219542 20.258730582185425, 105.51582418807422 20.25585890796448, 105.51260019089779 20.260665815435818, 105.495611041904 20.269922915909927, 105.49342162409168 20.276959426681024, 105.48314339593193 20.27553694633305, 105.47140262246373 20.28543618662913, 105.46308189934149 20.30140421546517, 105.42886721555288 20.324355186205278, 105.42200463879695 20.333746100739205, 105.41652885963505 20.336706881368467, 105.42839901750753 20.341513815645534, 105.42937107958963 20.348291682896125, 105.40969313862539 20.373289318388075))"
40121129,Xã Ngọc Lặc,13.0,46.0,75.0,318.0,87.0,40.0,19.0,12.0,40.0,75.0,330.0,68.0,42.0,23.0,12.0,21.0,77.0,330.0,79.0,34.0,20.0,0.2444712465770873,1033.519987041559,"POLYGON ((105.2722770086378 20.11848736946725, 105.28057087913093 20.131178000568173, 105.28193541353473 20.137130935829354, 105.27698575799755 20.146089247045957, 105.28531987082351 20.15154720349788, 105.28505229832756 20.162173207017755, 105.31302422114908 20.146789350077732, 105.31927143072616 20.148724600791375, 105.36801838078253 20.13684997907347, 105.37394002367097 20.129742218829854, 105.37588863212626 20.13391142234213, 105.38061088485357 20.131597122652433, 105.37567908886629 20.1281012720855, 105.38002227165086 20.12375805184119, 105.38430301100391 20.12356632736556, 105.38453928404839 20.12013278635422, 105.37750735131655 20.112342771157238, 105.38315694839537 20.10999728569787, 105.38990805988217 20.102706628444437, 105.38917678910991 20.09707034510781, 105.39464365631046 20.094336925777274, 105.39033611790381 20.076870581670374, 105.4002576217764 20.068179874750086, 105.39413086761017 20.064077427337278, 105.39234720060286 20.06570054615243, 105.39102726854107 20.060697454097024, 105.38091855155017 20.05767416928318, 105.37388203130185 20.058508005786912, 105.35510479679327 20.065914592074044, 105.35102474017638 20.06513427123911, 105.34614195204892 20.075247532286006, 105.32841706594911 20.07450728332859, 105.30016419935237 20.0907473002036, 105.29581662074281 20.090230042250028, 105.29104536306623 20.08354593479771, 105.28287627799838 20.083412107882996, 105.28074931555619 20.085922599765492, 105.2864525038611 20.09783733925584, 105.2722770086378 20.11848736946725))"
40121130,Xã Thạch Lập,13.0,42.0,67.0,305.0,76.0,35.0,18.0,12.0,37.0,66.0,316.0,56.0,38.0,22.0,12.0,20.0,70.0,320.0,65.0,32.0,19.0,0.2497366849350412,1193.411315932089,"POLYGON ((105.24639191119022 20.214572101141627, 105.24892024714464 20.217497261144423, 105.26401872994421 20.205823366467584, 105.27044425145803 20.196472660076616, 105.28339802018914 20.185570139966693, 105.30453859631133 20.19642359977315, 105.30265234427674 20.190836294705836, 105.30446722954579 20.189284597920583, 105.31477222326994 20.190769431069047, 105.32309292074528 20.188847564193125, 105.33332203750538 20.182105374612025, 105.33939980289202 20.186475344089367, 105.35015515195504 20.185494341407612, 105.35497989018526 20.176647474538367, 105.36207433700112 20.17094428617058, 105.37196463071477 20.17172016237505, 105.37925529925104 20.175679875618965, 105.38483364282389 20.173887246416495, 105.39124576708815 20.170859532998133, 105.39639159985218 20.164242257660717, 105.41652448007854 20.156724172157126, 105.41863802941589 20.15152045580097, 105.42830543167699 20.14818504136138, 105.43584573330808 20.138094117220465, 105.44137951309462 20.138994771340293, 105.44604366495429 20.133826694053013, 105.45327631603149 20.134535716717757, 105.45839091697822 20.13208769735423, 105.4685220452017 20.118567683309294, 105.46266278030251 20.12068124426186, 105.45776216633894 20.112561270755346, 105.45280367159496 20.115736137020736, 105.44698453797889 20.10890036145639, 105.44257897194095 20.109252645757373, 105.43656808418686 20.11480421135111, 105.42615163088891 20.11130381020641, 105.41666712843137 20.117760587001545, 105.4153338714883 20.11370728303128, 105.40851142524292 20.114786391686412, 105.40718707932695 20.11209307027555, 105.39896452925528 20.112186680621104, 105.39005077556374 20.102055639920472, 105.38315694839537 20.10999728569787, 105.37750735131655 20.112342771157238, 105.38453928404839 20.12013278635422, 105.38430301100391 20.12356632736556, 105.38002227165086 20.12375805184119, 105.37567908886629 20.1281012720855, 105.38079362611347 20.12978674869578, 105.3789386996264 20.13298391324858, 105.37588863212626 20.13391142234213, 105.37394002367097 20.129742218829854, 105.36801838078253 20.13684997907347, 105.31927143072616 20.148724600791375, 105.31302422114908 20.146789350077732, 105.28847245341709 20.158993924284086, 105.28213162375671 20.173913993565435, 105.27054685960795 20.187438503786165, 105.2547571912536 20.204102184142418, 105.2467976424299 20.20692919097435, 105.24639191119022 20.214572101141627))"
40121131,Xã Ngọc Liên,7.0,30.0,39.0,273.0,49.0,21.0,12.0,9.0,21.0,43.0,282.0,38.0,27.0,11.0,11.0,9.0,48.0,286.0,51.0,15.0,11.0,0.2616447774606177,4293.497922666421,"POLYGON ((105.38917678910991 20.09707034510781, 105.38991699636753 20.10180592007535, 105.39896452925528 20.112186680621104, 105.40718707932695 20.11209307027555, 105.40851142524292 20.114786391686412, 105.4153338714883 20.11370728303128, 105.41666712843137 20.117760587001545, 105.42615163088891 20.11130381020641, 105.43656808418686 20.11480421135111, 105.44257897194095 20.109252645757373, 105.44698453797889 20.10890036145639, 105.45280367159496 20.115736137020736, 105.45776216633894 20.112561270755346, 105.46266278030251 20.12068124426186, 105.4685220452017 20.118567683309294, 105.48245223541322 20.10584581734577, 105.48844083418643 20.10524390972364, 105.49435801376843 20.089043958303193, 105.49285533968317 20.083639540615753, 105.4984024663777 20.082350843578265, 105.49884393704603 20.070574323674535, 105.50889916415876 20.059043139567844, 105.50899279328809 20.054200527935702, 105.50559946230618 20.052644289996007, 105.5092558851491 20.04711946773337, 105.5075971252798 20.041960360932688, 105.50145692608261 20.046307920605763, 105.50499298709218 20.04666915108493, 105.5017289488774 20.050182897888952, 105.49525434868956 20.048274418111635, 105.49710488705918 20.045986915283645, 105.49507595763819 20.04053340455813, 105.48708529845838 20.039316049438785, 105.47793070042044 20.04171064979224, 105.4710681515572 20.04001167921079, 105.46959223144808 20.034308484204452, 105.46292589181867 20.0375591618928, 105.45612123891735 20.03310896392235, 105.4490223836462 20.043793027490416, 105.44472823914738 20.0380675168502, 105.44090234210128 20.0423928852881, 105.43408433965094 20.040225729174818, 105.43401300827901 20.04360128776139, 105.43149363522042 20.042013806056787, 105.42874681398705 20.043864398262446, 105.43024509096273 20.048390302067876, 105.42747603285976 20.04794889187412, 105.42605795688873 20.053103611707197, 105.4002576217764 20.068179874750086, 105.39033611790381 20.076870581670374, 105.39464365631046 20.094336925777274, 105.38917678910991 20.09707034510781))"
40121132,Xã Minh Sơn,8.0,40.0,58.0,300.0,68.0,29.0,14.0,10.0,34.0,64.0,311.0,53.0,34.0,17.0,11.0,12.0,63.0,313.0,70.0,20.0,14.0,0.2570336714249107,2488.883113887284,"POLYGON ((105.30480611031798 20.07168019316893, 105.30845363220392 20.08487469000442, 105.32841706594911 20.07450728332859, 105.34539728821325 20.07566220388279, 105.35102474017638 20.06513427123911, 105.35510479679327 20.065914592074044, 105.37388203130185 20.058508005786912, 105.38091855155017 20.05767416928318, 105.39102726854107 20.060697454097024, 105.39234720060286 20.06570054615243, 105.39413086761017 20.064077427337278, 105.4002576217764 20.068179874750086, 105.42605795688873 20.053103611707197, 105.42747603285976 20.04794889187412, 105.43024509096273 20.048390302067876, 105.42874681398705 20.043864398262446, 105.43149363522042 20.042013806056787, 105.43401300827901 20.04360128776139, 105.43416022982919 20.04018555106254, 105.44090234210128 20.0423928852881, 105.44472823914738 20.0380675168502, 105.4490223836462 20.043793027490416, 105.45625059939948 20.03011246980777, 105.4619671414755 20.02940351271106, 105.46350995968079 20.022402697665587, 105.46158369645885 20.02044962455637, 105.45536769590882 20.024235413576754, 105.45038683105713 20.023490739859607, 105.4513812761827 20.017060653206325, 105.4480279520223 20.01900485071799, 105.45001673156507 20.01537958218573, 105.44816624597146 20.01075104316414, 105.45182718708874 20.00935986392054, 105.4609192630746 19.99583538417965, 105.46503500024458 19.99674947767105, 105.46435723259165 19.993454233878733, 105.47656621590909 19.995937971758146, 105.47815368972648 19.99314649880237, 105.4804367089461 19.994725040185806, 105.48066417204191 19.990569153227437, 105.47411819953695 19.987425535712603, 105.468486372446 19.990952646007504, 105.46721100895854 19.98685920575052, 105.46391128955287 19.988955017178846, 105.46163715877671 19.986783370567125, 105.46194488036038 19.99164826977876, 105.4598223098445 19.98946330222037, 105.45065439380637 19.9924375413643, 105.44869689528166 19.9977304574278, 105.44336374682966 19.992919100636787, 105.43405761273205 19.999924393936666, 105.42528210934951 19.999861918731735, 105.42295002911675 20.006853846411726, 105.42261109308917 20.003134890467447, 105.41094162377394 19.99446194217133, 105.41359038342868 19.99231271944946, 105.40615258080221 19.98531632233652, 105.40401666262377 19.990560276084782, 105.39698464817221 19.987898134784203, 105.39170510645123 19.995072837860086, 105.38603753435308 19.997801839437752, 105.38092301956378 20.013234750258288, 105.34949525780284 20.01672182669238, 105.34300723854535 20.026638877831697, 105.35335682735312 20.03383137377553, 105.35262553385348 20.038843425492836, 105.34533046071569 20.044823071628983, 105.33692952317693 20.04580850052574, 105.32778834361575 20.05164996858642, 105.30961750438908 20.057188116637644, 105.30480611031798 20.07168019316893))"
40121133,Xã Nguyệt Ấn,8.0,40.0,58.0,300.0,68.0,29.0,14.0,10.0,34.0,64.0,311.0,53.0,34.0,17.0,11.0,12.0,63.0,313.0,70.0,20.0,14.0,0.2428142025507413,2453.1742210869097,"POLYGON ((105.2715099862198 20.00694303427927, 105.27806046472813 20.011901528349508, 105.28605114257493 20.027579677679537, 105.28452170937517 20.03680117849386, 105.27473839815771 20.05289850518149, 105.27585765373561 20.068282356345346, 105.28202900854603 20.076424730053137, 105.28287627799838 20.083412107882996, 105.29229833994393 20.08385802503233, 105.29609751831768 20.090372784315115, 105.30483290639816 20.089208928335566, 105.30845363220392 20.08487469000442, 105.30480611031798 20.07168019316893, 105.30961750438908 20.057188116637644, 105.35140374014934 20.04078756896185, 105.35335682735312 20.03383137377553, 105.34295819070152 20.02617509564376, 105.34949525780284 20.01672182669238, 105.38092301956378 20.013234750258288, 105.38603753435308 19.997801839437752, 105.39187901230422 19.99484543178933, 105.38994818468842 19.98573553263534, 105.37691874875888 19.976304512456228, 105.37673592226682 19.962820166783217, 105.3691331576928 19.96027850996298, 105.37357884504256 19.95165909189735, 105.37193344565476 19.948591237476116, 105.36518679429436 19.95297898096577, 105.36028180030715 19.95195782536948, 105.34665924294372 19.96445221680164, 105.33462857081742 19.960657519251463, 105.32466254360966 19.97609942290868, 105.32137172101076 19.969785301266626, 105.31437088418114 19.9749890891197, 105.30402134422377 19.968946956944936, 105.28476695361593 19.977740364272123, 105.27773940944172 19.994698323435856, 105.28054417619707 20.002582005069197, 105.2715099862198 20.00694303427927))"
40121134,Xã Kiên Thọ,8.0,40.0,58.0,300.0,68.0,29.0,14.0,10.0,34.0,64.0,311.0,53.0,34.0,17.0,11.0,12.0,63.0,313.0,70.0,20.0,14.0,0.2568953594042865,2204.813780564943,"POLYGON ((105.29620898432343 19.971662601553493, 105.3047794035573 19.96903617893948, 105.31437088418114 19.9749890891197, 105.32137172101076 19.969785301266626, 105.32466254360966 19.97609942290868, 105.33462857081742 19.960657519251463, 105.34665924294372 19.96445221680164, 105.36028180030715 19.95195782536948, 105.36518679429436 19.95297898096577, 105.37190663901939 19.948586701684615, 105.37357884504256 19.95165909189735, 105.3691331576928 19.96027850996298, 105.37673592226682 19.962820166783217, 105.37691874875888 19.976304512456228, 105.38948893938793 19.985204908603745, 105.39262369950508 19.991822224868404, 105.39698464817221 19.987898134784203, 105.40401666262377 19.990560276084782, 105.40615258080221 19.98531632233652, 105.41359038342868 19.99231271944946, 105.41661805953103 19.990096500265903, 105.41623909435882 19.986248325045665, 105.42089881488307 19.987091069369516, 105.41851316598989 19.983336538603865, 105.42934435338941 19.98211918647591, 105.43505196424418 19.972175360016482, 105.43557372397005 19.962610633000462, 105.43886897193953 19.962628415438974, 105.44076861288734 19.958240663792616, 105.43453923427576 19.956791500462362, 105.42191105643393 19.942789865430683, 105.41511087349555 19.939628431395256, 105.4159268956077 19.93722943003353, 105.41396496329519 19.938526966691043, 105.4111646163768 19.93403221597457, 105.40562644125035 19.935798057846462, 105.40676344807726 19.93229767191024, 105.4028573310361 19.932123729289213, 105.39952192788833 19.92765574027439, 105.39414418329272 19.930612064963398, 105.39080877027247 19.92804810689131, 105.37984390982169 19.92860551145324, 105.3705823070273 19.92403494934975, 105.36914200373579 19.920204577256225, 105.36209220707028 19.926393791113476, 105.3572362643944 19.92609948705435, 105.35285738526437 19.92994326774317, 105.34879962883932 19.922955815847214, 105.3447507242963 19.92737031326809, 105.34093821804088 19.939985118474194, 105.33308127912778 19.94022594774685, 105.32876037183138 19.944890162084338, 105.32212083558545 19.943476645305932, 105.32279857899285 19.946259110009937, 105.31891474484198 19.947842061968704, 105.31760377657434 19.94603611539486, 105.30825301467647 19.948256788057286, 105.3062464058301 19.95762532215287, 105.29831363345836 19.96304318249972, 105.29620898432343 19.971662601553493))"
40123158,Xã Bát Mọt,8.0,23.0,48.0,279.0,43.0,21.0,9.0,10.0,20.0,36.0,289.0,45.0,16.0,15.0,11.0,11.0,39.0,293.0,50.0,10.0,17.0,0.3163355689413787,117.37816392059328,"POLYGON ((104.91197272651092 20.002394682473206, 104.91664136060453 20.004227381855372, 104.91663244967624 20.00793291016008, 104.92044503575596 20.010238303745435, 104.91818866169055 20.015754172400822, 104.92559522394775 20.020971360746376, 104.93552562800478 20.03753687208549, 104.94361898430367 20.040680524975976, 104.94891190027732 20.04731119625142, 104.96073293556614 20.05070012854272, 104.96558002079942 20.059069873700196, 104.97216610194097 20.06162941090226, 104.97612576054934 20.079626373668827, 104.98149008590462 20.08199410078581, 104.98034412559623 20.08542763932678, 104.98948529175455 20.093253346898674, 104.99733771304906 20.096709118482416, 105.00824467164497 20.091367159929046, 105.0136937017086 20.085258214890274, 105.0192096118931 20.08549449901997, 105.05064627142201 20.073058130212182, 105.05506974737838 20.072500679845156, 105.06131690023585 20.078154873046316, 105.07766845966204 20.078029943037198, 105.07773089853012 20.07254977650344, 105.08283205611674 20.068318092252614, 105.08415643144356 20.063832222550538, 105.07677219697445 20.05092310963815, 105.06759087226018 20.048479519436096, 105.06532565712845 20.04347191455911, 105.0688393985875 20.037572585031818, 105.0666232218763 20.031454670997654, 105.07635296751457 20.0327567791008, 105.08080318781712 20.029479332757845, 105.08103947898063 20.021158596196805, 105.09014502187144 20.017198899176464, 105.09385492865466 20.00598431995854, 105.09948239366133 20.001360195797247, 105.09242806578574 19.991840001180403, 105.0980287189019 19.98456277456692, 105.08935127617272 19.971827575143195, 105.08047769706307 19.96776530320162, 105.07636634715715 19.962338577551915, 105.08084778785944 19.955395795147034, 105.07926922133217 19.952408158510988, 105.08515076811553 19.946094125137396, 105.08210524649498 19.9362974207038, 105.0465483381513 19.931223036047754, 105.04801537747062 19.936524851819588, 105.04272250464304 19.941733070936188, 105.03911506702238 19.94213445804892, 105.03652431066925 19.939249349693576, 105.03567259473591 19.94327145166161, 105.02676333110263 19.94530485536645, 105.01667686360265 19.95327771969304, 105.00392384654442 19.952055891233076, 104.99992846572809 19.95642137053537, 105.00028963559792 19.962294038954365, 104.9817397824205 19.972300243959996, 104.97783364974866 19.97701797803565, 104.96632466958832 19.97518527408106, 104.96282875448642 19.98991367745693, 104.95921240770716 19.99338736091743, 104.94542937767291 19.9889415815263, 104.92897527580855 19.98920470693041, 104.92423525652497 19.990480030361987, 104.9212163859965 19.998024797230887, 104.91593240873601 19.996299078135056, 104.91318556197251 19.998180829349575, 104.91197272651092 20.002394682473206))"
40123159,Xã Yên Nhân,11.0,37.0,61.0,299.0,60.0,28.0,13.0,11.0,26.0,48.0,308.0,57.0,27.0,18.0,12.0,14.0,51.0,310.0,66.0,14.0,17.0,0.3298196734707795,164.09445553894102,"POLYGON ((105.06532565712845 20.04347191455911, 105.06759087226018 20.048479519436096, 105.07677219697445 20.05092310963815, 105.08415643144356 20.063832222550538, 105.07773089853012 20.07254977650344, 105.07766845966204 20.078029943037198, 105.09142476428657 20.085659535554623, 105.09004243595481 20.095933249518367, 105.08424117327927 20.10376787442354, 105.11185186294463 20.105101224611744, 105.11763536693313 20.112409648358586, 105.12929587013657 20.11956202953035, 105.13320653373104 20.112717375844184, 105.13379071425088 20.100624233624377, 105.13918174440852 20.09986616855061, 105.13972570242134 20.093088353438237, 105.14393064050239 20.09123342494792, 105.14772091429896 20.082034298544247, 105.15515420831694 20.07848482740326, 105.15273295434714 20.066275769597524, 105.16494194349464 20.059939382788947, 105.16559299232252 20.04632578421604, 105.1605274626926 20.037960488935187, 105.16744798234743 20.02992962930199, 105.16899080367885 20.0204674873941, 105.16441575155302 20.01512099063276, 105.18168144874858 20.00955159583422, 105.19891136131224 19.993663812388604, 105.20478851625913 19.991790984445228, 105.20928326614016 19.98335883685534, 105.21633311965105 19.981900641539827, 105.21253842228953 19.975167403940027, 105.20675053006681 19.97689314996735, 105.20558219221265 19.974993502309125, 105.2076110775533 19.965986126486126, 105.20271949555702 19.966142246495984, 105.2023716262331 19.95782150232621, 105.20644282293703 19.951743810331948, 105.20230922942416 19.948635800633607, 105.1990094624527 19.952698045122666, 105.19462174668504 19.940845744733956, 105.18936895821257 19.93858054932026, 105.17794466292575 19.940609436583312, 105.16847361288333 19.93448704843598, 105.16804103020031 19.92696458377114, 105.16012613587479 19.93095547540058, 105.14748461639809 19.920574683746167, 105.13810266765256 19.923232333039135, 105.13289887388858 19.92181429740247, 105.12415008236016 19.925729360612824, 105.11883930778882 19.932721273021457, 105.11235576127906 19.932315452165845, 105.1052658184903 19.93753263602881, 105.10044551046359 19.936074484910407, 105.09281156462944 19.93988703367411, 105.08768806224961 19.93688161379107, 105.08382647393353 19.937840279503963, 105.08515076811553 19.946094125137396, 105.07926922133217 19.952408158510988, 105.08084778785944 19.955395795147034, 105.07636634715715 19.962338577551915, 105.08047769706307 19.96776530320162, 105.08935127617272 19.971827575143195, 105.0980287189019 19.98456277456692, 105.09242806578574 19.991840001180403, 105.09948239366133 20.001360195797247, 105.09385492865466 20.00598431995854, 105.09014502187144 20.017198899176464, 105.08103947898063 20.021158596196805, 105.08080318781712 20.029479332757845, 105.07635296751457 20.0327567791008, 105.0666232218763 20.031454670997654, 105.0688393985875 20.037572585031818, 105.06532565712845 20.04347191455911))"
40123160,Xã Lương Sơn,7.0,29.0,42.0,274.0,46.0,22.0,11.0,8.0,25.0,41.0,283.0,37.0,21.0,16.0,11.0,9.0,45.0,288.0,53.0,11.0,14.0,0.3015574501287863,800.7716540878571,"POLYGON ((105.18209612675933 20.00914575506296, 105.20090017469454 20.009065562789925, 105.22695019580347 20.016003886802153, 105.23160107027577 20.01211105233164, 105.25217983517737 20.007085647121702, 105.25374942460645 20.003661063364778, 105.26581578664627 20.003415838491705, 105.2715099862198 20.00694303427927, 105.28054417619707 20.002582005069197, 105.27773940944172 19.994698323435856, 105.28199337456162 19.987033144922016, 105.28163221248018 19.981080185235644, 105.29529484022095 19.97320543122129, 105.29831363345836 19.96304318249972, 105.30627320214383 19.957562895286287, 105.31195849267552 19.924547753429188, 105.30663432751112 19.927691427969076, 105.29992339867309 19.926928878514392, 105.29521910089677 19.921698397995208, 105.29009552185472 19.92036957891828, 105.27448423806591 19.922398440291886, 105.26530293949261 19.927526429478075, 105.26046485766919 19.937140248750634, 105.24889792446797 19.933256360422373, 105.23465550615737 19.942058656516412, 105.23384401413242 19.93752367126448, 105.22945181148654 19.936382187934882, 105.21645792378824 19.945987081115586, 105.2082041794668 19.94491241307545, 105.20230922942416 19.948635800633607, 105.20644282293703 19.951743810331948, 105.2023716262331 19.95782150232621, 105.20271949555702 19.966142246495984, 105.2076110775533 19.965986126486126, 105.20558219221265 19.974993502309125, 105.20675053006681 19.97689314996735, 105.21253842228953 19.975167403940027, 105.21632419231953 19.981976474297774, 105.20928326614016 19.98335883685534, 105.20478851625913 19.991790984445228, 105.19891136131224 19.993663812388604, 105.18209612675933 20.00914575506296))"
