shapeID,shapeName,class_-3_months_SPEI3,class_-2_months_SPEI3,class_-1_months_SPEI3,class_0_months_SPEI3,class_1_months_SPEI3,class_2_months_SPEI3,class_3_months_SPEI3,class_-3_months_SPEI6,class_-2_months_SPEI6,class_-1_months_SPEI6,class_0_months_SPEI6,class_1_months_SPEI6,class_2_months_SPEI6,class_3_months_SPEI6,class_-3_months_SPEI12,class_-2_months_SPEI12,class_-1_months_SPEI12,class_0_months_SPEI12,class_1_months_SPEI12,class_2_months_SPEI12,class_3_months_SPEI12,drought_resistance,ag_area_ha,geometry
22509046,Xã Hải Sơn,51.0,45.0,88.0,324.0,86.0,45.0,16.0,78.0,39.0,87.0,340.0,98.0,40.0,17.0,74.0,28.0,89.0,357.0,80.0,44.0,16.0,0.3051426020207686,47.87948575199515,"POLYGON ((107.73338418424262 21.586494840077012, 107.73962244679711 21.593923658670295, 107.73803052197121 21.602137376631852, 107.74020215217969 21.602810668249212, 107.7408620925592 21.610614098823767, 107.73854779039016 21.613579366061764, 107.7473277650472 21.62708159247593, 107.7438452158706 21.639816786087554, 107.7790498274806 21.6480616706667, 107.78285343164717 21.655512801381448, 107.796810386408 21.653791611429586, 107.80360611385527 21.65548154356689, 107.80482344609452 21.658763427838878, 107.81530681604782 21.658727790018656, 107.8215183200268 21.653653305371137, 107.82723485167337 21.65334563988726, 107.83356682263351 21.643602497008406, 107.84476357509004 21.6426617030086, 107.84532993645723 21.64889998087936, 107.85320469794557 21.650942206076223, 107.85700386203611 21.655124851655017, 107.86025449133221 21.64975612347686, 107.87133982484575 21.647548836179286, 107.87117042537342 21.64235842296519, 107.87812655157812 21.63994611317931, 107.87861261520106 21.63067560879013, 107.88844940800524 21.625601169857877, 107.88530124751239 21.62073624300508, 107.89086626002354 21.61584013388604, 107.8827729805396 21.610025508671825, 107.88480631366382 21.606734644777376, 107.89211035673125 21.60644928032077, 107.89325185311338 21.602315686933654, 107.8904069345574 21.59872168896305, 107.89777783466799 21.59535504407158, 107.89920475604418 21.58807776478089, 107.90240197468455 21.586856005814596, 107.90515768940094 21.591288341665972, 107.91545374257934 21.585968651090855, 107.92460383170338 21.58927729046187, 107.92357821054587 21.585330972877504, 107.92964700301147 21.57732695358447, 107.94296191256987 21.56961714638104, 107.94275675724768 21.56340561426683, 107.93487307775233 21.570892392952764, 107.9192796634847 21.57371947349147, 107.90534491837452 21.583297639807196, 107.89899520139357 21.57867805946834, 107.89289512936521 21.578878713674005, 107.88653646141806 21.575141937211626, 107.87465298749473 21.57671152974888, 107.86505249465755 21.584907372646637, 107.85897916501705 21.58138470903036, 107.84455405962395 21.583623160250575, 107.83238064076133 21.580479499374064, 107.82805975883335 21.57117781199999, 107.82722599435654 21.556427109465346, 107.81104836952942 21.551834258713363, 107.80459597538099 21.5563557707991, 107.80201419090685 21.563606261061395, 107.79669895867946 21.56488154864121, 107.78697364609238 21.576073921684973, 107.77242809392122 21.575021517661515, 107.76980611885719 21.57904363089442, 107.76028594029324 21.57523556547857, 107.75964827319206 21.57280096142973, 107.75592042981941 21.574660391342004, 107.75587588321787 21.577911038325936, 107.75062304816775 21.577705911327627, 107.75129195829723 21.57971695344976, 107.73340650093651 21.578361415341163, 107.73338418424262 21.586494840077012))"
22509047,Xã Hải Ninh,47.0,19.0,49.0,242.0,42.0,20.0,12.0,76.0,16.0,48.0,229.0,38.0,17.0,7.0,1.0,21.0,54.0,300.0,29.0,19.0,7.0,0.291187760322096,641.4369938555778,"POLYGON ((107.7316495411031 21.573933564786984, 107.73442755932611 21.579097174024717, 107.75130533109466 21.579712503716866, 107.75062304816775 21.577705911327627, 107.75587588321787 21.577911038325936, 107.75592042981941 21.574660391342004, 107.75964827319206 21.57280096142973, 107.76028594029324 21.57523556547857, 107.76980611885719 21.57904363089442, 107.77242809392122 21.575021517661515, 107.78697364609238 21.576073921684973, 107.79669895867946 21.56488154864121, 107.80201419090685 21.563606261061395, 107.80459597538099 21.5563557707991, 107.81104836952942 21.551834258713363, 107.82722599435654 21.556427109465346, 107.82805975883335 21.57117781199999, 107.83291579581436 21.58103684522211, 107.84888829482895 21.582379098873606, 107.8489284269385 21.569741980378225, 107.84574011077329 21.56486374325973, 107.84809903110367 21.556199699010808, 107.85613430995399 21.545769866717055, 107.85765485272502 21.538358836095902, 107.86557867086967 21.532932122842947, 107.85859129843868 21.52381766808961, 107.85407867030483 21.523474385455746, 107.85490808326155 21.51722267222888, 107.85147456767254 21.50838476170675, 107.85410985460126 21.49831608999425, 107.86437916043309 21.483886468967842, 107.86660426977589 21.47299286172657, 107.86453526825281 21.468217175517342, 107.85778863050189 21.464422465597366, 107.85622352479794 21.453042805333265, 107.83372734259163 21.42896818974796, 107.82573218366072 21.416500532573913, 107.81808032163791 21.41651391073428, 107.8206711080846 21.4395406512784, 107.81685850452367 21.458839647156754, 107.81718847326263 21.473947116729384, 107.80042227683379 21.49581897736807, 107.77383713540966 21.51200998686835, 107.76352327287923 21.508536393868198, 107.75773085294085 21.508643407077788, 107.7549349847889 21.511336718526337, 107.74772460653188 21.545480042430487, 107.74483071247339 21.545694004368602, 107.74666338208539 21.54672855922669, 107.74158446883335 21.55349299423833, 107.73349567737749 21.556502896840403, 107.734391960906 21.56643776232639, 107.7316495411031 21.573933564786984))"
22509048,Xã Vĩnh Thực,54.0,47.0,85.0,431.0,82.0,43.0,18.0,80.0,36.0,81.0,431.0,91.0,36.0,16.0,38.0,31.0,76.0,431.0,78.0,33.0,14.0,0.3188610132828477,287.98122692642795,"MULTIPOLYGON (((107.82744001626618 21.36423535806099, 107.83972485165533 21.372435703270035, 107.85426595689634 21.376555902884064, 107.86454864634132 21.382004870802238, 107.88234485511735 21.38398031222254, 107.90458244243796 21.3811889013134, 107.92612879878497 21.387119488583387, 107.92429164251932 21.389028029670722, 107.91343818808478 21.39453945149477, 107.96127094442473 21.399373120290463, 108.00910377313294 21.404206773913614, 108.00863106131378 21.39606889363277, 108.00201380651185 21.39536436200546, 107.99886118611717 21.389233146895364, 107.98720959137167 21.388096063109785, 107.98608138820522 21.384858773535136, 107.98143505527364 21.38532244055007, 107.96577463772611 21.375739876711535, 107.95373959231355 21.361876480149057, 107.95585316571677 21.367517258421806, 107.95347203985901 21.36401246085024, 107.95294588720971 21.358991517581305, 107.94616801400329 21.35577649043332, 107.9354973883695 21.356244709705873, 107.92807301440668 21.36102484366272, 107.92820673394576 21.358139791622765, 107.92047017709608 21.361145205334378, 107.91153420965756 21.356668298608984, 107.90350337150308 21.359437409272385, 107.87593715097752 21.353711872437298, 107.88131034180635 21.356739687221555, 107.84597204299662 21.338542018344665, 107.83561354918047 21.36127450942926, 107.83096715290867 21.363606658068733, 107.8328355360509 21.364904208335723, 107.82744001626618 21.36423535806099)), ((107.83202390140941 21.411947818252383, 107.8344898136144 21.412380309549793, 107.83343748482486 21.41122535832711, 107.83202390140941 21.411947818252383)), ((107.83568486175065 21.413709140924656, 107.83630914125017 21.413709155450412, 107.83629133566208 21.413396958828308, 107.83568486175065 21.413709140924656)), ((107.84455848855185 21.376065348915382, 107.84725626036037 21.377229181053643, 107.85061389023575 21.377197997682472, 107.84641792103331 21.374522551047946, 107.84455848855185 21.376065348915382)))"
22509049,Phường Móng Cái 1,10.0,20.0,55.0,266.0,49.0,20.0,11.0,5.0,23.0,57.0,274.0,45.0,16.0,11.0,36.0,12.0,50.0,277.0,33.0,17.0,6.0,0.2967162647951751,641.7422507881741,"POLYGON ((107.95387332342294 21.432513190081576, 107.95565252252445 21.440361192554228, 107.9639241248866 21.44555154008351, 107.97721226379615 21.46582263597085, 107.97544197893771 21.476965949771156, 107.97174093549901 21.482138504935545, 107.97382334892319 21.487244183814866, 107.9667824102213 21.490936275793292, 107.96404004721887 21.499863440909824, 107.96435670892609 21.506123994250785, 107.97030064344541 21.506355876258294, 107.96306800096508 21.521427628958957, 107.96560075322608 21.53608910498952, 107.97067970506974 21.540744486264686, 107.97604394876818 21.540146938525957, 107.97913863714255 21.544744234438408, 107.98621070272056 21.543905961362103, 108.00540719907328 21.548748491544, 108.01068225793149 21.54657694238152, 108.03440022116672 21.54722348040004, 108.05164804687378 21.53377935302095, 108.06660383531779 21.507252118868543, 108.07582979583631 21.498481076834103, 108.08989825481721 21.490936324985036, 108.09394258936987 21.47962802650083, 108.0882527826569 21.483551993857198, 108.07388562294746 21.48075615351709, 108.05502806399673 21.4842298390527, 108.02585662460315 21.477951386195794, 108.00569704501822 21.467374423953068, 107.99435753862087 21.45750197458083, 107.9782958529335 21.436209749597502, 107.96880682701834 21.432236662756658, 107.97831366712747 21.4259983598768, 107.97542859581864 21.415269783789277, 107.98416844424112 21.41074823628297, 107.9898850666894 21.411372547322344, 107.99458045406743 21.416259700327835, 108.00891647895963 21.415787053358063, 108.00910377313294 21.404206773913614, 107.9719282065317 21.400501305643317, 107.95616981872828 21.422524717379478, 107.95387332342294 21.432513190081576))"
22509050,Phường Móng Cái 2,49.0,28.0,70.0,288.0,62.0,30.0,15.0,76.0,28.0,69.0,300.0,66.0,24.0,13.0,36.0,21.0,68.0,326.0,49.0,27.0,10.0,0.325281869479725,561.4904449685731,"POLYGON ((107.8625687858566 21.430484258549544, 107.90594692680558 21.47991782857206, 107.92332849620742 21.484127227614948, 107.92740414637225 21.487382418663863, 107.92928137472202 21.493843614739003, 107.93378955611438 21.49717904697422, 107.93249636953963 21.506832958381306, 107.93526104528337 21.515340913181053, 107.94181588369307 21.51880563667423, 107.95208970439464 21.536700009966857, 107.96255964463326 21.537565101814778, 107.96645245364552 21.534497209170226, 107.96306800096508 21.521427628958957, 107.97030064344541 21.506355876258294, 107.96458855397691 21.506346899752987, 107.96391969416207 21.500505523068938, 107.9667824102213 21.490936275793292, 107.97382334892319 21.487244183814866, 107.97174093549901 21.482138504935545, 107.97544197893771 21.476965949771156, 107.97721226379615 21.46582263597085, 107.9639241248866 21.44555154008351, 107.95565252252445 21.440361192554228, 107.95387332342294 21.432513190081576, 107.95616981872828 21.422524717379478, 107.9719282065317 21.400501305643317, 107.91343818808478 21.39453945149477, 107.88814620680697 21.40580757271111, 107.8625687858566 21.430484258549544))"
22509051,Phường Móng Cái 3,49.0,28.0,70.0,288.0,62.0,30.0,15.0,76.0,28.0,69.0,300.0,66.0,24.0,13.0,36.0,21.0,68.0,326.0,49.0,27.0,10.0,0.311494399812447,781.3350462424078,"POLYGON ((107.83372734259163 21.42896818974796, 107.85622352479794 21.453042805333265, 107.85778863050189 21.464422465597366, 107.86453526825281 21.468217175517342, 107.86660426977589 21.47299286172657, 107.86437916043309 21.483886468967842, 107.85410985460126 21.49831608999425, 107.85147456767254 21.50838476170675, 107.85490808326155 21.51722267222888, 107.85407867030483 21.523474385455746, 107.85859129843868 21.52381766808961, 107.86557867086967 21.532932122842947, 107.85765485272502 21.538358836095902, 107.85613430995399 21.545769866717055, 107.84809903110367 21.556199699010808, 107.84574011077329 21.56486374325973, 107.8489284269385 21.569741980378225, 107.84914689395472 21.58173249783827, 107.85897916501705 21.58138470903036, 107.86505249465755 21.584907372646637, 107.87465298749473 21.57671152974888, 107.88653646141806 21.575141937211626, 107.89289512936521 21.578878713674005, 107.89899520139357 21.57867805946834, 107.90534491837452 21.583297639807196, 107.9192796634847 21.57371947349147, 107.93487307775233 21.570892392952764, 107.94275675724768 21.56340561426683, 107.95363696571223 21.537930774597772, 107.94181588369307 21.51880563667423, 107.93526104528337 21.515340913181053, 107.93249636953963 21.506832958381306, 107.93378955611438 21.49717904697422, 107.92529493455923 21.485295520553347, 107.90594692680558 21.47991782857206, 107.8625687858566 21.430484258549544, 107.83372734259163 21.42896818974796))"
22511040,Xã Quảng Hà,54.0,44.0,72.0,303.0,68.0,37.0,16.0,80.0,30.0,71.0,313.0,71.0,32.0,12.0,3.0,31.0,71.0,341.0,65.0,25.0,13.0,0.3115812114540405,1165.1167565194285,"POLYGON ((107.66778633532181 21.421414433240383, 107.67139819083906 21.43002940791522, 107.66811630980101 21.43104611264674, 107.66793790854479 21.43422099368942, 107.67213393661382 21.4366378442794, 107.66900813714672 21.43799786097478, 107.67349396491544 21.44072231733762, 107.67515272794681 21.446412164798172, 107.6797724395475 21.447107812383766, 107.69238275408449 21.44226969716996, 107.69357774380329 21.438613155120592, 107.70158633118226 21.440459245428187, 107.7262183587316 21.434122922310163, 107.74215966056792 21.442862683434356, 107.73558694984327 21.443852618846517, 107.73206876737396 21.440428004160594, 107.71531592597385 21.44193518555178, 107.70461402576294 21.45117444360687, 107.71180215425058 21.45969586011929, 107.71759001295716 21.45669037613247, 107.72203578858435 21.45863902856031, 107.72589292300833 21.455517679661533, 107.7296429557297 21.45745289261, 107.73256813536068 21.46445816861731, 107.73095845156027 21.467534905930417, 107.7386235962705 21.473603739925128, 107.74441598486665 21.475177849398243, 107.75713782875857 21.468248399815756, 107.76120001967212 21.469158064073817, 107.75755248472467 21.47886099916005, 107.76558332254677 21.480938948154893, 107.76447305529601 21.49325500636923, 107.76956973023546 21.498561366080278, 107.7650036553336 21.50255228867464, 107.76493678810355 21.50888415684954, 107.77442124855585 21.511804924351107, 107.80042227683379 21.49581897736807, 107.81718847326263 21.473947116729384, 107.81682732426066 21.451789875697976, 107.8206711080846 21.4395406512784, 107.81891414995798 21.393313219151924, 107.77194202909453 21.369452545607047, 107.72496983322175 21.34559187188251, 107.68615783346131 21.332330488790653, 107.6751973520011 21.35362277237109, 107.67905889542837 21.38244634358162, 107.6768561252643 21.389201911817164, 107.67070255381765 21.394913973806208, 107.67631214264662 21.406605783198483, 107.67218750295659 21.418792519540272, 107.66778633532181 21.421414433240383))"
22511041,Xã Đường Hoa,56.0,52.0,77.0,313.0,80.0,47.0,18.0,114.0,37.0,87.0,338.0,89.0,37.0,15.0,107.0,33.0,80.0,349.0,75.0,29.0,18.0,0.3001918351905053,762.0166853109794,"POLYGON ((107.5159539040148 21.51924262624949, 107.52352995136276 21.52839718751938, 107.52904584912355 21.528776179164954, 107.53342472059994 21.5249949051221, 107.55011061251126 21.527014847841905, 107.5543289292198 21.525958059033748, 107.55694199119958 21.520611602669646, 107.57094804003154 21.516754477570167, 107.58484257267787 21.517450074580612, 107.59661462473868 21.52676070027261, 107.59394807819876 21.54014242642303, 107.60172473614816 21.552177539882976, 107.59485772450847 21.55999883572071, 107.59929456298555 21.5617155573715, 107.60559526760612 21.558857325208088, 107.6114946854378 21.56295078894703, 107.61183353287352 21.57894559650779, 107.60285737947144 21.592898070822322, 107.60211269891812 21.60261002527249, 107.61210555036824 21.608134859330004, 107.66169962804196 21.60887058508132, 107.66926232608343 21.593437664289485, 107.65808329302163 21.58535326215481, 107.64415313408945 21.589161347980387, 107.63828489255022 21.585228430627996, 107.63933730284391 21.57395583881988, 107.64962443800631 21.56770862606276, 107.6530489923524 21.560961982607527, 107.65852029291854 21.55766229298101, 107.66586891407347 21.538175980157064, 107.6634164011752 21.535353434367813, 107.67554964740526 21.525668244296273, 107.67373921515693 21.521967158043864, 107.67950487157906 21.522364047408747, 107.68221154760545 21.525262411277474, 107.68758026265921 21.522127690650265, 107.68530172358943 21.510306587502715, 107.6889893293454 21.509129455222766, 107.69623089592332 21.515724462330404, 107.70491730294073 21.50871471176975, 107.70364646804926 21.506592211385346, 107.70797620201198 21.499118758443085, 107.70425735703658 21.490628571071, 107.70456497022953 21.483480647582223, 107.70806094354226 21.480350384395454, 107.7075838436326 21.47241763998828, 107.69900006974727 21.466558344348748, 107.7021571042836 21.46502886774239, 107.70163538618566 21.461644450599305, 107.71157024126916 21.458982332214752, 107.70461402576294 21.45117444360687, 107.70537208382984 21.449002868186632, 107.71531592597385 21.44193518555178, 107.72902758407724 21.440156085417666, 107.73523466881214 21.44384371488915, 107.74215966056792 21.442862683434356, 107.7262183587316 21.434122922310163, 107.70158633118226 21.440459245428187, 107.69417081401524 21.438457095423622, 107.69239612407019 21.442260780708047, 107.68505194633299 21.446265025928927, 107.67515272794681 21.446412164798172, 107.67349396491544 21.44072231733762, 107.66900813714672 21.43799786097478, 107.67210277239474 21.436495154909487, 107.66793348239267 21.434189764863493, 107.66811630980101 21.43104611264674, 107.67139819083906 21.43002940791522, 107.66778633532181 21.421414433240383, 107.67210277239474 21.418908413800192, 107.6763031997383 21.40625797580443, 107.67070255381765 21.394913973806208, 107.6768561252643 21.389201911817164, 107.67905889542837 21.38244634358162, 107.6751973520011 21.35362277237109, 107.64495130991982 21.372783493128974, 107.63584581269039 21.389728103974374, 107.62703902340296 21.39855706658457, 107.62789522280093 21.403685080007307, 107.63673310958059 21.410569941629817, 107.63332637126102 21.414462739610762, 107.62208946686013 21.41837781169647, 107.6142904603536 21.43215200317968, 107.615369600863 21.435036975134828, 107.61148122908807 21.440468152754235, 107.61738510974111 21.4503941264191, 107.60339688131944 21.462023490169997, 107.59649867168402 21.46324975338794, 107.57184875958465 21.48436356106215, 107.56233306957878 21.48431001687184, 107.54263718888103 21.49816892075297, 107.5217641407253 21.496808920002685, 107.52511737629384 21.50327459996467, 107.5180363768805 21.510636635482076, 107.5159539040148 21.51924262624949))"
22511042,Xã Quảng Đức,50.0,37.0,71.0,300.0,62.0,34.0,13.0,78.0,32.0,69.0,278.0,57.0,31.0,10.0,4.0,27.0,76.0,339.0,56.0,35.0,11.0,0.3089123923121062,362.8785226260365,"POLYGON ((107.63731729644253 21.58204461502235, 107.64415313408945 21.589161347980387, 107.65808329302163 21.58535326215481, 107.66742068105309 21.591221464563436, 107.66924444070698 21.5938835577233, 107.6605091118614 21.610065647321115, 107.6643484095078 21.613351989752193, 107.66933811309018 21.613414399002814, 107.67600889674817 21.609031098778182, 107.68824468575775 21.611430085344658, 107.69060798524039 21.614765505946696, 107.71594012130124 21.621347203507284, 107.7216121503188 21.628976660594695, 107.73128841068727 21.630662200518234, 107.7438452158706 21.639816786087554, 107.7473277650472 21.62708159247593, 107.73854779039016 21.613579366061764, 107.7408620925592 21.610614098823767, 107.74020215217969 21.602810668249212, 107.73803052197121 21.602137376631852, 107.73962244679711 21.593923658670295, 107.73338418424262 21.586494840077012, 107.7316495411031 21.573768555821626, 107.73411096848699 21.5551963992903, 107.74158446883335 21.55349299423833, 107.74666338208539 21.54672855922669, 107.74483071247339 21.545694004368602, 107.74772460653188 21.545480042430487, 107.7549349847889 21.511336718526337, 107.75773085294085 21.508643407077788, 107.76493678810355 21.50888415684954, 107.7650036553336 21.50255228867464, 107.76956973023546 21.498561366080278, 107.76447305529601 21.49325500636923, 107.76558332254677 21.480938948154893, 107.75755248472467 21.47886099916005, 107.76190907477502 21.469773381306332, 107.75713782875857 21.468248399815756, 107.74441598486665 21.475177849398243, 107.73538185157307 21.472426570131535, 107.73093161755322 21.467481451526723, 107.73163174206373 21.4603869737729, 107.72619161552628 21.455535495265842, 107.72203578858435 21.45863902856031, 107.71759001295716 21.45669037613247, 107.7174785261644 21.458598850807356, 107.70272336150909 21.46108260718308, 107.69900006974727 21.466558344348748, 107.7075838436326 21.47241763998828, 107.70806094354226 21.480350384395454, 107.704252839957 21.487872874662276, 107.70761943863913 21.49535968041445, 107.70491730294073 21.50871471176975, 107.69848278420645 21.514618585918978, 107.69605256688267 21.51571998695959, 107.68673309164426 21.509446042792014, 107.68506088952877 21.511974360241137, 107.68758026265921 21.522127690650265, 107.68221154760545 21.525262411277474, 107.67950487157906 21.522364047408747, 107.67373921515693 21.521967158043864, 107.67554964740526 21.525668244296273, 107.6634164011752 21.535353434367813, 107.66586891407347 21.538175980157064, 107.65852029291854 21.55766229298101, 107.6530489923524 21.560961982607527, 107.64962443800631 21.56770862606276, 107.64018008300155 21.57282766307002, 107.63731729644253 21.58204461502235))"
22511054,Xã Cái Chiên,16.0,28.0,42.0,266.0,46.0,25.0,8.0,12.0,24.0,50.0,268.0,49.0,23.0,5.0,3.0,22.0,47.0,297.0,47.0,9.0,6.0,0.3170986767140257,5.329855443573007,"MULTIPOLYGON (((107.63996602328183 21.268654518414866, 107.64760002025706 21.275222810164944, 107.64726555424635 21.266665784281948, 107.63996602328183 21.268654518414866)), ((107.65078374522268 21.26948393751607, 107.65229541331244 21.278165813709652, 107.65458289294594 21.2770912111028, 107.65779352580503 21.28135405587166, 107.66128945037518 21.279552614142354, 107.6636036516724 21.284377393775934, 107.66991776245382 21.279066519132268, 107.65078374522268 21.26948393751607)), ((107.65147048011929 21.261502157724696, 107.65184062940497 21.261965894619575, 107.65209028625125 21.26181432469341, 107.65147048011929 21.261502157724696)), ((107.65210365427862 21.265671442094327, 107.673373553001 21.280239312163115, 107.66816535887553 21.2855635036212, 107.67411824688533 21.291106173081896, 107.6788983730987 21.289460751703352, 107.67892068542677 21.292591033916437, 107.68223386020301 21.291449442097303, 107.68315689858801 21.29466448899924, 107.69751515749317 21.29884266907072, 107.69706481607817 21.30092508218048, 107.70123851971883 21.300233939807732, 107.69823751206403 21.29650607863048, 107.70199656858699 21.29631878205868, 107.69840256257646 21.29321081986325, 107.69056344904135 21.28862685327875, 107.68879311832391 21.29024995521456, 107.68604193281438 21.28520231145518, 107.65210365427862 21.265671442094327)), ((107.66610973140752 21.28590678849187, 107.66684988921288 21.286375008797485, 107.66622562369115 21.285599112066514, 107.66610973140752 21.28590678849187)), ((107.67415835418342 21.260026196903915, 107.67992401935513 21.259517852178327, 107.67439023590346 21.25682902587426, 107.67415835418342 21.260026196903915)), ((107.67831427855661 21.262978088721407, 107.68050369093412 21.264235565404082, 107.68042790086412 21.263767383294834, 107.67831427855661 21.262978088721407)), ((107.68103431236958 21.264766190046533, 107.68363847327558 21.26706261627143, 107.69626215320788 21.2714058470979, 107.69177180086761 21.265738294852518, 107.68103431236958 21.264766190046533)), ((107.6956512817916 21.300381063154088, 107.69646731307554 21.300479119073337, 107.69577161305529 21.30000204112749, 107.6956512817916 21.300381063154088)), ((107.70002118301495 21.278424450654494, 107.70056069513966 21.278741023060178, 107.7006944892479 21.278540413698416, 107.70002118301495 21.278424450654494)), ((107.7001326628278 21.274883889768063, 107.7028749538572 21.279253824336877, 107.70757932649911 21.27907103850256, 107.70334319225488 21.275249596130084, 107.7001326628278 21.274883889768063)), ((107.70378911710279 21.30144679999994, 107.72591514875678 21.313950098838998, 107.72716819593663 21.312358170617472, 107.74528998560369 21.325967422548143, 107.76264921562917 21.332651576209805, 107.76684079335446 21.331626028049403, 107.76093698209628 21.327893752514907, 107.76843712787534 21.330747533463207, 107.77359188777328 21.333721748891616, 107.76795116025535 21.332134340049365, 107.77068453563132 21.336227735399568, 107.79463886401531 21.350853634336023, 107.81447733631035 21.35828249183534, 107.81963654403674 21.35714540188732, 107.81905685721335 21.354296049220146, 107.82329300849862 21.353752058661364, 107.8234133941553 21.35163397647899, 107.80954560554075 21.34306803148405, 107.80880091425256 21.345105848243573, 107.80643761676417 21.344089140781172, 107.80279899018483 21.3368520536614, 107.79993182629713 21.334823140814326, 107.79740792170506 21.336847626323504, 107.79694865444075 21.332134316145194, 107.78288912654634 21.327590538848018, 107.77808662212244 21.32289509166015, 107.77479138027948 21.32295306483227, 107.77764076009373 21.32458950763938, 107.77520606211705 21.325490251968027, 107.76060698820449 21.316094903969695, 107.7587252532854 21.31714730193851, 107.75557264124507 21.3127104401771, 107.75278573984272 21.31229579003209, 107.75320933479149 21.312277965956667, 107.75287934993675 21.311997046858156, 107.752776794482 21.312295793957727, 107.7510244121309 21.312032702474006, 107.74633783230303 21.30331517577599, 107.73967593577696 21.306476656856184, 107.73098067771296 21.302302909135197, 107.73146233508147 21.30742195832361, 107.7257680613161 21.310150907520512, 107.71173972654856 21.3010499607341, 107.71257351247714 21.303515803041176, 107.70378911710279 21.30144679999994)), ((107.73063734713601 21.34353627061835, 107.73205982266902 21.34427641093352, 107.73119029027797 21.343282105531912, 107.73063734713601 21.34353627061835)), ((107.73653230118515 21.32897724153503, 107.73696924376954 21.329342928583273, 107.73713874443709 21.329133319198306, 107.73653230118515 21.32897724153503)), ((107.75123837676395 21.28452450254263, 107.75417697333557 21.291739296630144, 107.76647961781626 21.29696989004061, 107.77920146100749 21.295440381292533, 107.78988098426554 21.297611980068968, 107.79537014350123 21.295672241390132, 107.79135698575305 21.293139465377674, 107.77569213254026 21.294330102004338, 107.75553694979541 21.28302624897705, 107.75123837676395 21.28452450254263)), ((107.77301220415687 21.323082344501962, 107.77377469392749 21.323599611456647, 107.77382818938419 21.322801390387124, 107.77301220415687 21.323082344501962)), ((107.80297738682371 21.316638921666584, 107.80351248702563 21.317040264393555, 107.80565723582296 21.315831847592136, 107.80297738682371 21.316638921666584)), ((107.80641529431209 21.342051351995188, 107.80680769972724 21.342479399704178, 107.80707529848095 21.34189530996808, 107.80641529431209 21.342051351995188)), ((107.80867158760996 21.315845257130658, 107.80874741223816 21.316255452988315, 107.80946978069697 21.316108313337537, 107.80867158760996 21.315845257130658)), ((107.81100824270196 21.31599237708138, 107.81128470221304 21.31630893571589, 107.81342499043484 21.315591083734798, 107.81100824270196 21.31599237708138)))"
